00001,66.25094964,57.83239362,55.27231131,49.35422587
00010,95.92432404,79.73696043,72.99946651,64.90756698
00100,99.27679041,85.96595721,79.25670255,69.59257859
01000,99.91073765,90.31969833,84.70409565,76.61851502
02000,99.94453881,91.32141422,86.10608615,78.63741236
03000,99.95677750,91.78118766,86.76072666,79.59472270
05000,99.96677313,92.25928599,87.44362487,80.57608928
10000,99.97982848,92.74221871,88.13390006,81.55270457
12000,99.98039392,92.83859156,88.27002423,81.82103398
