0.03285737,0.21237172,0.10844041,0.13990563,0.12466582,0.27505575,0.04882406,0.05787924
0.08307920,0.21766980,0.08887216,0.28583277,0.18770974,0.03357109,0.10124919,0.00201605
0.21859998,0.24112279,0.14551024,0.17110902,0.13412013,0.05979485,0.02863615,0.00110684
0.37646322,0.16059653,0.17942033,0.19154782,0.03592240,0.04746205,0.00000000,0.00858764
0.03081896,0.18953273,0.08843210,0.24211666,0.09919787,0.25148896,0.02219644,0.07621628
0.06107755,0.22076868,0.12939140,0.19971895,0.14747852,0.14595014,0.07874455,0.01687021
0.13686338,0.22130483,0.12392085,0.20802914,0.12146561,0.14287473,0.02928907,0.01625239
0.23239314,0.17554061,0.22312866,0.11878209,0.12569610,0.06514790,0.05225284,0.00705865
0.46811481,0.13413342,0.27844817,0.03180114,0.03131875,0.01890819,0.03727552,0.00000000
0.02666024,0.25455532,0.07490872,0.19994317,0.16258783,0.16520564,0.05062517,0.06551392
0.18176184,0.22974159,0.07149620,0.25447174,0.12436518,0.09748309,0.03064369,0.01003667
0.34555392,0.21449627,0.08948015,0.26581930,0.02109813,0.05623877,0.00076486,0.00654859
0.02090940,0.32824569,0.08520092,0.08503636,0.12507585,0.21070874,0.05471619,0.09010686
0.03237173,0.19536139,0.07627966,0.24227527,0.16519134,0.18178437,0.06065176,0.04608448
0.05169810,0.20361005,0.12399031,0.22134105,0.16009081,0.13702379,0.07215539,0.03009050
0.10375674,0.20978167,0.12642334,0.21174981,0.14591142,0.12990698,0.04874563,0.02372440
0.17154742,0.17516534,0.16884779,0.16427145,0.14671377,0.09932961,0.04741427,0.02671036
0.30890901,0.16364530,0.24530578,0.12206247,0.08390053,0.04343265,0.02571497,0.00702930
0.05223831,0.20703171,0.13682676,0.20753630,0.15614918,0.14866690,0.07138743,0.02016341
0.10535917,0.20758675,0.12862818,0.20843299,0.14415944,0.14205144,0.04581847,0.01796356
0.02749676,0.22561094,0.09717242,0.21000653,0.18743054,0.14352738,0.06339150,0.04536393
0.13442727,0.21467900,0.10992011,0.21824818,0.13822059,0.12505316,0.04239324,0.01705845
0.04171832,0.28092823,0.10012776,0.15164951,0.20600476,0.07701065,0.07925595,0.06330483
0.06967804,0.24557632,0.14758095,0.23037153,0.15056658,0.07876748,0.05072105,0.02673806
0.15790659,0.22214713,0.14750888,0.23519048,0.11850504,0.07547006,0.02872079,0.01455102
0.22439506,0.22201094,0.13955466,0.21686927,0.10769355,0.05535193,0.02389871,0.01022589
0.18699498,0.20658994,0.17594889,0.15971405,0.11330674,0.08258569,0.05655051,0.01830920
0.06698338,0.26395825,0.13879840,0.21530040,0.15916074,0.07863719,0.05266203,0.02449962
0.12241601,0.27120991,0.13218368,0.20659216,0.11756391,0.08377806,0.04804791,0.01820836
0.02710038,0.29858235,0.08035155,0.16215779,0.15234535,0.21045223,0.04545914,0.02355120
0.03272744,0.20062343,0.11984017,0.19788682,0.13995344,0.21868844,0.03286734,0.05741292
0.05044616,0.22423727,0.12316932,0.23580069,0.12875556,0.17336619,0.03061103,0.03361378
0.11837537,0.22951847,0.10784596,0.24162870,0.12141280,0.13353997,0.02479633,0.02288240
0.03151270,0.19296108,0.09458884,0.22953393,0.17951031,0.16933925,0.05011342,0.05244047
0.04798399,0.20394185,0.12336877,0.22543065,0.17710657,0.13034452,0.07119300,0.02063066
0.08664344,0.20694121,0.13798435,0.20169057,0.16280913,0.12795398,0.04554480,0.03043253
0.14065236,0.17791790,0.14868553,0.18477852,0.16830837,0.09393649,0.06067007,0.02505077
0.24520618,0.16634863,0.21057898,0.14070790,0.11421003,0.06773403,0.03639967,0.01881458
0.34994436,0.15733948,0.26988267,0.11838432,0.05684165,0.02350116,0.02307557,0.00103079
0.04863120,0.19540712,0.14414475,0.21312105,0.16892921,0.15004807,0.06937196,0.01034664
0.02911298,0.21313265,0.09401533,0.22902614,0.19021886,0.14601631,0.06308816,0.03538956
0.11008827,0.20945248,0.11090989,0.22499441,0.15502779,0.12264054,0.04847549,0.01841114
0.06205044,0.23076691,0.15363618,0.21774360,0.14477429,0.11395391,0.04904007,0.02803460
0.12641434,0.21445927,0.13521754,0.22484077,0.14239084,0.08997157,0.04562012,0.02108554
0.17526344,0.21056551,0.13721209,0.20987607,0.12216349,0.08767853,0.03059939,0.02664147
0.14997226,0.19566423,0.16394828,0.16562113,0.15988990,0.08347203,0.05371058,0.02772159
0.08458944,0.22995930,0.18398659,0.23309321,0.12291454,0.08625215,0.04526323,0.01394154
0.14861007,0.21205908,0.17701871,0.22936728,0.12178472,0.07014129,0.02823561,0.01278324
0.24618690,0.20901826,0.16638883,0.21901182,0.08251343,0.04679270,0.01518797,0.01490011
0.26605489,0.18854823,0.21273076,0.13699000,0.08709051,0.07610937,0.02353531,0.00894093
0.03204381,0.19627760,0.07837306,0.24440763,0.18369550,0.15087213,0.07841983,0.03591043
0.04659117,0.20050152,0.12079697,0.22112377,0.16372620,0.14095514,0.07125754,0.03504769
0.08660821,0.20222044,0.12452430,0.21241010,0.15979590,0.12792992,0.05082791,0.03568322
0.13929835,0.18057467,0.14147671,0.19196257,0.16543860,0.10621218,0.04129569,0.03374123
0.06199898,0.20404840,0.14950352,0.21714870,0.16298257,0.10951148,0.06587635,0.02892999
0.10133485,0.21155954,0.15455257,0.20108040,0.15781336,0.09630862,0.05620058,0.02115008
0.15360184,0.18740477,0.17740496,0.18304008,0.15086612,0.06685762,0.06329573,0.01752889
0.14333425,0.21400102,0.15811440,0.19272151,0.13953252,0.09348498,0.04264124,0.01617008
0.19620063,0.18844230,0.17895556,0.17046928,0.14499873,0.07267065,0.02999007,0.01827277
0.24698534,0.16424201,0.21408575,0.14100098,0.11610819,0.07428288,0.02526890,0.01802595
0.04761090,0.19744842,0.12481536,0.21816351,0.16526208,0.13646152,0.07393140,0.03630681
0.08736127,0.20189997,0.12036771,0.21890481,0.14493199,0.13130634,0.06177040,0.03345751
0.02974496,0.21526785,0.09269920,0.22910791,0.17261866,0.15208610,0.06864652,0.03982880
0.10667646,0.20493993,0.10399670,0.22332451,0.15386314,0.12586795,0.04120712,0.04012418
0.04007697,0.25323438,0.08912864,0.18167949,0.19206982,0.12135331,0.06168682,0.06077057
0.04638788,0.22363495,0.13056261,0.20271054,0.17828298,0.11764605,0.06502126,0.03575374
0.09194149,0.22604887,0.12722632,0.20882466,0.15770821,0.10097395,0.06324453,0.02403197
0.16790328,0.21539791,0.14482310,0.19857850,0.13349042,0.07900375,0.04441128,0.01639176
0.11052338,0.26331705,0.12430798,0.17403117,0.16325657,0.08038148,0.04758781,0.03659456
0.14796958,0.20004375,0.16455267,0.16945125,0.15268371,0.09173033,0.04813215,0.02543656
0.22726010,0.18789342,0.17750475,0.17389372,0.11480524,0.07552403,0.03459328,0.00852546
0.16948337,0.23582668,0.16080899,0.14742751,0.13826300,0.07643721,0.02876510,0.04298813
0.06313532,0.22932019,0.14878846,0.20319538,0.16771655,0.10911154,0.05286230,0.02587025
0.12806996,0.20906474,0.13860044,0.21471944,0.15009489,0.09741235,0.04727313,0.01476505
0.07369902,0.24658137,0.16495304,0.21812735,0.14656497,0.07394938,0.04914275,0.02698211
0.14191238,0.22393822,0.15614849,0.22259227,0.12514829,0.07682319,0.03565928,0.01777787
0.11436272,0.25487130,0.16760472,0.19197094,0.13843522,0.06644666,0.05700426,0.00930417
0.18038464,0.23350778,0.15889365,0.19797091,0.12021071,0.06082544,0.03844720,0.00975967
0.05820207,0.24710724,0.14243460,0.20068004,0.16085803,0.12078881,0.04659201,0.02333721
0.09108501,0.22633917,0.13085006,0.19768048,0.15378044,0.11231952,0.05115762,0.03678770
0.17523415,0.20572614,0.15674900,0.19452005,0.12416572,0.09194874,0.03433809,0.01731812
0.10182345,0.24991889,0.13191149,0.19615410,0.13753109,0.11567130,0.04968095,0.01730873
0.02809054,0.26913101,0.08791470,0.17655802,0.17957935,0.16811094,0.06482732,0.02578812
0.04687289,0.27461986,0.12724366,0.16434975,0.17005912,0.13395290,0.05467859,0.02822324
0.09934497,0.27748145,0.13054685,0.15355245,0.15239879,0.13119850,0.03056954,0.02490744
0.16225875,0.25033836,0.17204591,0.11363604,0.13707320,0.11377090,0.03166377,0.01921308
0.02776536,0.24038727,0.09289215,0.20996717,0.18343404,0.13035825,0.08125030,0.03394548
0.11362927,0.23604183,0.10720742,0.20559841,0.14802896,0.11007998,0.05095831,0.02845582
0.03873489,0.28647353,0.10058358,0.16902355,0.19596707,0.10854002,0.04810859,0.05256878
0.19947905,0.22391257,0.12352186,0.21883523,0.10796425,0.07815140,0.04062816,0.00750748
0.13770802,0.27629272,0.12235288,0.16338390,0.15265893,0.08128511,0.05388209,0.01243635
0.06601146,0.37329071,0.09259213,0.13771120,0.24254780,0.03956817,0.02761092,0.02066761
0.04991317,0.28744334,0.12465231,0.21284933,0.15424804,0.09773170,0.05073554,0.02242658
0.02438930,0.30711153,0.09205422,0.16384638,0.19454212,0.14131159,0.05490895,0.02183591
0.12355455,0.28054791,0.10684571,0.15359665,0.15352270,0.11684566,0.01899620,0.04609062
0.02854742,0.38970086,0.09829518,0.10238324,0.26302127,0.07189838,0.01855300,0.02760065
0.01916612,0.38835561,0.09816151,0.07565269,0.25128553,0.14901288,0.01229500,0.00607066
0.02895110,0.21697042,0.09332831,0.22176132,0.18243993,0.13662640,0.07011514,0.04980738
0.14718530,0.20100634,0.14961129,0.18455924,0.14199958,0.10520754,0.03938490,0.03104583
0.26695231,0.18828198,0.20458647,0.15453986,0.08671781,0.06736024,0.01607358,0.01548777
0.05712266,0.24530953,0.13618188,0.21487245,0.16484513,0.10523736,0.04474485,0.03168614
0.09816062,0.25202539,0.13419203,0.20347654,0.12530840,0.11860679,0.03661904,0.03161119
0.03074066,0.27208578,0.08042580,0.19382672,0.15852526,0.17467910,0.02455964,0.06515704
0.03152022,0.19925030,0.10719983,0.22995618,0.16224373,0.16326376,0.04768541,0.05888057
0.04931600,0.20587985,0.13978248,0.23217351,0.14584927,0.13863115,0.05126179,0.03710596
0.09353306,0.20723303,0.14129525,0.22194177,0.12445143,0.12895411,0.05084430,0.03174704
0.15086470,0.18390805,0.16524619,0.19238879,0.11378511,0.10773284,0.05745022,0.02862410
0.04565066,0.21759214,0.11930055,0.22921015,0.16626373,0.12810720,0.05495692,0.03891864
0.09480595,0.21673081,0.11345603,0.22875163,0.15741934,0.11087893,0.04566725,0.03229006
0.04652084,0.21586575,0.12372320,0.22402618,0.15471153,0.15684219,0.03506215,0.04324815
0.03336444,0.19476264,0.08544093,0.24855924,0.17157242,0.16242775,0.03657868,0.06729389
0.04756490,0.21062033,0.11829919,0.23779906,0.15053097,0.15944064,0.04304643,0.03269848
0.09416174,0.21367829,0.12051278,0.24108490,0.13173825,0.13796144,0.03757652,0.02328608
0.02962597,0.18572851,0.11679025,0.21256985,0.19534868,0.15552924,0.04851665,0.05589086
0.04342365,0.19388907,0.13734141,0.21639464,0.19028052,0.12002231,0.06014664,0.03850175
0.07439138,0.19768758,0.13966844,0.20618837,0.17301063,0.11989336,0.04640962,0.04275061
0.11948270,0.17773460,0.14613832,0.19665333,0.17508951,0.09660893,0.04424865,0.04404397
0.20707072,0.16777949,0.18821295,0.15875946,0.13572819,0.07225145,0.04963848,0.02055925
0.29230687,0.15776389,0.23309052,0.14047851,0.08149592,0.05485077,0.03354098,0.00647254
0.37522274,0.14777546,0.27682647,0.12383866,0.04814042,0.01456029,0.01363597,0.00000000
0.03203280,0.19165329,0.09472212,0.23028146,0.19424376,0.15390239,0.06719324,0.03597095
0.04405272,0.19599155,0.13150105,0.21564143,0.18115845,0.13134793,0.06803131,0.03227556
0.07648747,0.19902105,0.13116763,0.20821377,0.17289355,0.12656175,0.05514360,0.03051119
0.11883152,0.18091559,0.14427867,0.19708705,0.16401526,0.11314632,0.05061859,0.03110700
0.04425509,0.19743470,0.12712390,0.21961019,0.17640027,0.13282279,0.07462892,0.02772415
0.05646976,0.20056182,0.16049990,0.20456483,0.17072127,0.10517613,0.07678483,0.02522146
0.08790734,0.20486594,0.15574555,0.20957480,0.15467087,0.10627860,0.05688795,0.02406896
0.13211453,0.18763695,0.16890834,0.18785702,0.15277596,0.10182406,0.04966973,0.01921341
0.07507325,0.20078510,0.13152721,0.21196238,0.16586444,0.12121558,0.06094073,0.03263131
0.08758366,0.20318342,0.16161350,0.20059463,0.15608016,0.10740140,0.05578761,0.02775563
0.11955621,0.20946390,0.16569447,0.18999883,0.14451469,0.10554961,0.03863802,0.02658428
0.16248500,0.18955214,0.17721243,0.17436991,0.13760975,0.09350957,0.04230308,0.02295812
0.11974931,0.17868830,0.14376103,0.19828204,0.15785753,0.11377557,0.05909046,0.02879575
0.13132456,0.18500346,0.17420540,0.18132043,0.15521504,0.09174860,0.06059373,0.02058878
0.16212022,0.18797630,0.17781304,0.17673425,0.13533360,0.09445973,0.04272863,0.02283423
0.20654396,0.16783294,0.19449843,0.15621017,0.13823021,0.07489494,0.04386303,0.01792633
0.20347895,0.17129174,0.18714462,0.16408273,0.12396907,0.09128783,0.02995308,0.02879196
0.21683916,0.17556217,0.21854765,0.15916315,0.11475498,0.06037530,0.04549742,0.00926017
0.25015361,0.17623566,0.21413052,0.15360326,0.10257425,0.06644666,0.02510594,0.01175010
0.29328367,0.15749816,0.23992455,0.12760490,0.09819583,0.05162489,0.02282027,0.00904773
0.04455839,0.19604357,0.12758371,0.21567623,0.18069242,0.13247915,0.07241693,0.03054960
0.07667211,0.19801525,0.13381669,0.20464480,0.16207065,0.13032929,0.06650766,0.02794354
0.04538104,0.19160316,0.13489517,0.20732973,0.18112302,0.14905863,0.06125087,0.02935839
0.03098604,0.20903304,0.10063376,0.23151711,0.17742120,0.15146926,0.06804690,0.03089269
0.09143916,0.20148085,0.10812081,0.21995055,0.17541960,0.11441815,0.05033104,0.03883985
0.03837549,0.23952978,0.09422026,0.19142352,0.19746157,0.11437352,0.06133161,0.06328425
0.04427831,0.21686508,0.12677647,0.22030077,0.17470932,0.12451843,0.06541699,0.02713462
0.07802722,0.21944209,0.13222082,0.20696765,0.17148571,0.10618765,0.04995973,0.03570912
0.13846474,0.21051179,0.14978481,0.19499354,0.14614208,0.09710319,0.04053690,0.02246295
0.09079821,0.25019660,0.13232167,0.17189366,0.16995675,0.09384557,0.04804416,0.04294338
0.12590142,0.19747208,0.15087831,0.18258901,0.16452113,0.09803861,0.05883485,0.02176460
0.18536179,0.18721197,0.16443500,0.18959952,0.12752997,0.08480911,0.04450302,0.01654961
0.13952221,0.22761014,0.15103642,0.15918612,0.14822781,0.09097284,0.03961123,0.04383323
0.21651754,0.18570338,0.20207779,0.14556860,0.12651648,0.06286788,0.04283988,0.01790844
0.27865924,0.18030610,0.20298639,0.16475810,0.08374630,0.05218829,0.03384418,0.00351139
0.23959343,0.21717281,0.19918145,0.14243496,0.09424342,0.05997974,0.01923492,0.02815928
0.05843255,0.21371453,0.14838109,0.20889524,0.16816318,0.11788872,0.05797226,0.02655244
0.10903310,0.19485777,0.15924166,0.19781524,0.14677585,0.11927653,0.05046157,0.02253829
0.06900545,0.23035922,0.16436107,0.20523616,0.15763785,0.10626486,0.03946131,0.02767408
0.12036065,0.21230024,0.16857078,0.20209350,0.13408743,0.10318588,0.04147540,0.01792613
0.09998968,0.23261684,0.17740826,0.18467173,0.14232899,0.09638890,0.04354988,0.02304571
0.15212025,0.22028087,0.15917288,0.20329557,0.11577706,0.09849004,0.03523575,0.01562757
0.05452724,0.22635845,0.14414582,0.19888997,0.16466627,0.13847515,0.04807845,0.02485866
0.02882738,0.24613512,0.10198690,0.18410103,0.18961852,0.15048353,0.06740459,0.03144291
0.04425031,0.25601995,0.13319249,0.17882075,0.17370485,0.13980435,0.04681207,0.02739523
0.08206502,0.25647346,0.13867719,0.16333853,0.16946335,0.11972229,0.04008081,0.03017933
0.13345996,0.23317429,0.15840174,0.14710671,0.15433899,0.11837731,0.03397176,0.02116923
0.23470269,0.22123445,0.20586203,0.11634292,0.10338922,0.08547789,0.01884652,0.01414428
0.03019890,0.20698035,0.09376957,0.23390025,0.18683064,0.14344048,0.06508695,0.03979286
0.04324736,0.21267349,0.12654608,0.21677577,0.18339106,0.12155468,0.05809798,0.03771357
0.07847485,0.21613365,0.13387613,0.20938870,0.16661918,0.11093300,0.05704890,0.02752558
0.12420035,0.19739792,0.14956975,0.19068532,0.15514416,0.10663033,0.04993315,0.02643903
0.09291112,0.20007696,0.11489595,0.22043404,0.16593168,0.13312470,0.03546995,0.03715559
0.14197811,0.21125660,0.14017034,0.20244970,0.14341068,0.10196160,0.03737307,0.02139990
0.18708433,0.19493684,0.15413452,0.18870604,0.13776374,0.07900307,0.04134175,0.01702970
0.05681764,0.21922049,0.14082610,0.22788555,0.15539384,0.11966508,0.04876758,0.03142372
0.06904047,0.22689276,0.16798026,0.22806963,0.13903629,0.09869749,0.04771152,0.02257159
0.10512574,0.22699258,0.16750034,0.21732857,0.12913632,0.09000618,0.03880720,0.02510306
0.14963462,0.21035562,0.18853605,0.20024462,0.11440930,0.08022153,0.03673356,0.01986471
0.10510789,0.20785913,0.13745980,0.22973402,0.13217013,0.12151235,0.03521672,0.03093997
0.12033660,0.20957871,0.15858566,0.22353167,0.13705686,0.08089910,0.04789695,0.02211445
0.15511972,0.21325671,0.16113990,0.22009394,0.12334368,0.07434123,0.03668175,0.01602306
0.20193234,0.19627319,0.17888072,0.19911992,0.11495972,0.06281318,0.03528911,0.01073181
0.14453943,0.20392736,0.13536114,0.21159513,0.13488698,0.10177402,0.03800354,0.02991242
0.15874781,0.21034375,0.16363897,0.20723646,0.12370814,0.07233391,0.04568493,0.01830604
0.19319681,0.21310251,0.16218087,0.20089796,0.11865354,0.07023758,0.02492389,0.01680684
0.23942745,0.19535739,0.17517210,0.18808114,0.10970632,0.05331710,0.02663980,0.01229870
0.12648785,0.19418465,0.14815901,0.18705527,0.15226753,0.10836945,0.05239470,0.03108155
0.13961456,0.19935119,0.17847791,0.18308969,0.13929497,0.08836265,0.05410421,0.01770483
0.17458276,0.20363417,0.18029909,0.17505598,0.12494642,0.08313530,0.04314504,0.01520124
0.21980714,0.18328896,0.20121271,0.15547259,0.11905365,0.06769482,0.03905036,0.01441975
0.05959820,0.21593073,0.14356591,0.22538863,0.14785932,0.13727212,0.04720343,0.02318167
0.06608384,0.23317642,0.16377149,0.21461556,0.14373804,0.11119963,0.04490197,0.02251306
0.09772440,0.23993197,0.15834522,0.20909347,0.12724953,0.10164394,0.04236050,0.02365097
0.10828485,0.20341203,0.14210078,0.21001652,0.15038119,0.12387773,0.04462047,0.01730642
0.11777464,0.21968519,0.15247350,0.21706059,0.13361475,0.10840009,0.03290344,0.01808781
0.15068320,0.22469231,0.15241987,0.20247177,0.12767138,0.09265355,0.03290093,0.01650699
0.07559182,0.21917405,0.17016808,0.21701508,0.13793223,0.11845647,0.04741442,0.01424785
0.08397259,0.23339110,0.19240666,0.20978042,0.13073207,0.09285221,0.04530096,0.01156399
0.11488749,0.23992460,0.18121561,0.21579336,0.10948817,0.08706234,0.03984244,0.01178599
0.12464286,0.20443921,0.16364087,0.23277981,0.12520396,0.10190636,0.03649889,0.01088805
0.13585588,0.21876115,0.17608061,0.23199274,0.11451907,0.07999917,0.03394146,0.00884993
0.16778283,0.22523619,0.17626176,0.21617476,0.10449762,0.07194681,0.02866291,0.00943712
0.08089092,0.21033214,0.14251655,0.19373878,0.15800688,0.11989079,0.07113153,0.02349242
0.14575494,0.20275723,0.15256636,0.19131186,0.13073034,0.11435502,0.04023231,0.02229193
0.10885372,0.22265815,0.17449209,0.20829211,0.12884275,0.09471866,0.04989675,0.01224578
0.16234138,0.20560568,0.17190236,0.20404645,0.11796334,0.09354000,0.03164720,0.01295359
0.02767671,0.23136175,0.09431571,0.21537447,0.20642307,0.12088832,0.06423443,0.03972553
