0.24522909,0.24834604,0.39972157,0.10670330
0.30074900,0.37470493,0.22128083,0.10326524
0.45972278,0.31661926,0.19391498,0.02974298
0.53705976,0.37096815,0.08338445,0.00858764
0.22035169,0.33054876,0.35068683,0.09841272
0.28184623,0.32911035,0.29342866,0.09561476
0.35816820,0.33195000,0.26434034,0.04554146
0.40793375,0.34191075,0.19084400,0.05931149
0.60224823,0.31024931,0.05022694,0.03727552
0.28121556,0.27485189,0.32779347,0.11613909
0.41150343,0.32596794,0.22184826,0.04068036
0.56005019,0.35529946,0.07733691,0.00731345
0.34915509,0.17023727,0.33578459,0.14482305
0.22773312,0.31855493,0.34697571,0.10673624
0.25530815,0.34533136,0.29711460,0.10224589
0.31353842,0.33817314,0.27581840,0.07247003
0.34671276,0.33311924,0.24604337,0.07412462
0.47255432,0.36736825,0.12733317,0.03274426
0.25927002,0.34436306,0.30481608,0.09155084
0.31294592,0.33706117,0.28621088,0.06378203
0.25310771,0.30717895,0.33095792,0.10875543
0.34910627,0.32816829,0.26327375,0.05945169
0.32264655,0.25177727,0.28301541,0.14256078
0.31525435,0.37795248,0.22933406,0.07745911
0.38005372,0.38269936,0.19397510,0.04327181
0.44640600,0.35642393,0.16304548,0.03412459
0.39358492,0.33566294,0.19589243,0.07485971
0.33094162,0.35409880,0.23779793,0.07716165
0.39362592,0.33877584,0.20134197,0.06625627
0.32568273,0.24250934,0.36279759,0.06901034
0.23335087,0.31772699,0.35864188,0.09028027
0.27468344,0.35897000,0.30212175,0.06422481
0.34789384,0.34947466,0.25495277,0.04767873
0.22447378,0.32412277,0.34884956,0.10255389
0.25192585,0.34879941,0.30745108,0.09182366
0.29358464,0.33967492,0.29076311,0.07597733
0.31857026,0.33346405,0.26224486,0.08572083
0.41155481,0.35128688,0.18194406,0.05521425
0.50728384,0.38826699,0.08034281,0.02410636
0.24403832,0.35726580,0.31897728,0.07971860
0.24224564,0.32304147,0.33623517,0.09847772
0.31954075,0.33590430,0.27766832,0.06688663
0.29281735,0.37137978,0.25872820,0.07707467
0.34087361,0.36005832,0.23236242,0.06670566
0.38582895,0.34708816,0.20984202,0.05724086
0.34563650,0.32956941,0.24336193,0.08143217
0.31454874,0.41707981,0.20916668,0.05920477
0.36066914,0.40638600,0.19192601,0.04101885
0.45520516,0.38540064,0.12930612,0.03008808
0.45460312,0.34972076,0.16319988,0.03247624
0.22832141,0.32278069,0.33456764,0.11433026
0.24709268,0.34192074,0.30468135,0.10630523
0.28882866,0.33693440,0.28772581,0.08651113
0.31987302,0.33343928,0.27165078,0.07503692
0.26604738,0.36665222,0.27249406,0.09480635
0.31289439,0.35563298,0.25412198,0.07735066
0.34100661,0.36044504,0.21772374,0.08082461
0.35733526,0.35083591,0.23301750,0.05881132
0.38464293,0.34942484,0.21766939,0.04826284
0.41122735,0.35508674,0.19039107,0.04329484
0.24505932,0.34297887,0.30172360,0.11023821
0.28926124,0.33927252,0.27623832,0.09522791
0.24501281,0.32180711,0.32470476,0.10847532
0.31161639,0.32732122,0.27973109,0.08133130
0.29331134,0.27080814,0.31342313,0.12245739
0.27002282,0.33327316,0.29592903,0.10077499
0.31799035,0.33605098,0.25868216,0.08727651
0.38330119,0.34340160,0.21249417,0.06080304
0.37384043,0.29833915,0.24363806,0.08418237
0.34801333,0.33400392,0.24441404,0.07356871
0.41515352,0.35139847,0.19032927,0.04311874
0.40531005,0.30823650,0.21470021,0.07175323
0.29245552,0.35198385,0.27682809,0.07873255
0.33713469,0.35331988,0.24750724,0.06203819
0.32028040,0.38308039,0.22051435,0.07612487
0.36585061,0.37874075,0.20197148,0.05343716
0.36923403,0.35957565,0.20488188,0.06630844
0.41389243,0.35686456,0.18103615,0.04820687
0.30530931,0.34311463,0.28164683,0.06992922
0.31742418,0.32853054,0.26609996,0.08794532
0.38096029,0.35126904,0.21611445,0.05165621
0.35174234,0.32806558,0.25320240,0.06698968
0.29722155,0.26447273,0.34769029,0.09061544
0.32149274,0.29159341,0.30401202,0.08290183
0.37682643,0.28409930,0.28359729,0.05547698
0.41259711,0.28568195,0.25084409,0.05087685
0.26815262,0.30285932,0.31379228,0.11519578
0.34967110,0.31280583,0.25810894,0.07941413
0.32520842,0.26960713,0.30450709,0.10067737
0.42339163,0.34235709,0.18611565,0.04813563
0.41400073,0.28573678,0.23394404,0.06631844
0.43930217,0.23030333,0.28211596,0.04827853
0.33735651,0.33750163,0.25197974,0.07316212
0.33150083,0.25590059,0.33585371,0.07674486
0.40410246,0.26044236,0.27036836,0.06508682
0.41824828,0.20067842,0.33491965,0.04615365
0.40752172,0.17381420,0.40029841,0.01836566
0.24592152,0.31508963,0.31906633,0.11992252
0.34819163,0.33417052,0.24720712,0.07043073
0.45523428,0.35912632,0.15407805,0.03156135
0.30243219,0.35105433,0.27008249,0.07643099
