0.03147948,0.35794387,0.61057665,0.00000000
0.24394428,0.43867808,0.31737765,0.00000000
0.46296245,0.27401968,0.21271997,0.05029791
0.65811523,0.18265241,0.15923237,0.00000000
0.02758706,0.40350257,0.56891036,0.00000000
0.25188626,0.30479351,0.40962785,0.03369238
0.27126707,0.29747203,0.34211182,0.08914908
0.28440342,0.28017576,0.36550510,0.06991572
0.79785269,0.00034774,0.20179957,0.00000000
0.12594334,0.42493241,0.38482426,0.06429999
0.32133988,0.31963258,0.30054182,0.05848572
0.64754579,0.02096052,0.33149370,0.00000000
0.05673669,0.45855264,0.32032057,0.16439010
0.09611647,0.33489553,0.52471164,0.04427636
0.19457343,0.32199290,0.42616138,0.05727228
0.19656732,0.31983503,0.42119187,0.06240578
0.19293546,0.32241477,0.41427623,0.07037354
0.40770222,0.23629748,0.32368390,0.03231641
0.23052078,0.28625048,0.45669661,0.02653212
0.22494503,0.30127173,0.41429964,0.05948360
0.11974520,0.41194945,0.42436485,0.04394049
0.22131287,0.32769138,0.40572006,0.04527570
0.14495753,0.34670256,0.40205133,0.10628858
0.32358419,0.38186928,0.27216209,0.02238443
0.34994537,0.37058776,0.26435982,0.01510705
0.38525494,0.35077051,0.22814633,0.03582823
0.26870143,0.37381942,0.32801339,0.02946575
0.31782340,0.34054463,0.28533228,0.05629969
0.37016470,0.30624481,0.24916929,0.07442121
0.06445376,0.40451995,0.38603907,0.14498723
0.14027623,0.37504821,0.37525083,0.10942474
0.23652780,0.33985164,0.33731687,0.08630368
0.27790661,0.28829468,0.36904086,0.06475785
0.12577228,0.30831713,0.48717900,0.07873160
0.18394898,0.31893059,0.42862399,0.06849644
0.18551527,0.31690024,0.40448327,0.09310122
0.19392897,0.30375278,0.44363011,0.05868815
0.28486137,0.28943458,0.40240860,0.02329544
0.47505617,0.21694942,0.28084809,0.02714632
0.21105347,0.28408239,0.49127331,0.01359084
0.13871395,0.37337968,0.42963589,0.05827049
0.21173842,0.30807670,0.43245917,0.04772571
0.25245416,0.40160461,0.28592686,0.06001437
0.27144661,0.37634636,0.29670954,0.05549750
0.29230593,0.38879403,0.28026403,0.03863602
0.21692670,0.41759536,0.34620773,0.01927020
0.37765148,0.36980730,0.22521386,0.02732735
0.37329870,0.36742266,0.22500393,0.03427472
0.45851202,0.32797758,0.16315696,0.05035344
0.34932517,0.41320656,0.22698521,0.01048306
0.12004210,0.31053760,0.48264492,0.08677538
0.17713562,0.32754626,0.42425668,0.07106144
0.19752321,0.30446395,0.42422315,0.07378969
0.19077895,0.29862538,0.44805191,0.06254376
0.26038118,0.31400607,0.34391067,0.08170208
0.27138408,0.31488961,0.34437389,0.06935242
0.27740902,0.30273156,0.35964054,0.06021888
0.26857109,0.32475253,0.33424690,0.07242948
0.27916036,0.30945559,0.34148289,0.06990116
0.29283236,0.29162929,0.34666444,0.06887391
0.19042677,0.31395591,0.44390519,0.05171212
0.18042516,0.31859028,0.44018103,0.06080353
0.13369779,0.37296952,0.42942271,0.06390998
0.20105970,0.32345745,0.42027083,0.05521203
0.15893720,0.32558907,0.42560683,0.08986690
0.21537455,0.36615183,0.36347985,0.05499377
0.21106614,0.38527333,0.35856237,0.04509816
0.31016622,0.31840279,0.32446501,0.04696597
0.24662809,0.35360831,0.31573413,0.08402947
0.22195401,0.38635025,0.34551491,0.04618083
0.32527081,0.30463525,0.32357232,0.04652163
0.26568374,0.32523040,0.32444522,0.08464064
0.28026835,0.33769341,0.33385638,0.04818186
0.29203666,0.31918058,0.35372964,0.03505311
0.36193622,0.33619362,0.27377250,0.02809766
0.39035171,0.30408328,0.27702115,0.02854387
0.39730712,0.29365897,0.26268887,0.04634505
0.43916500,0.26734830,0.25479445,0.03869226
0.28026705,0.31765141,0.34886291,0.05321863
0.23171436,0.35441744,0.32507527,0.08879292
0.30043852,0.32459372,0.33255065,0.04241711
0.28941523,0.31356668,0.31569844,0.08131965
0.10037400,0.36465243,0.42165487,0.11331870
0.19131858,0.37428043,0.31332549,0.12107551
0.18476615,0.38490059,0.30591523,0.12441803
0.20698754,0.38436242,0.31130147,0.09734857
0.16576582,0.40086212,0.38043412,0.05293794
0.24025420,0.37913347,0.34572597,0.03488635
0.20331950,0.40376240,0.35990701,0.03301109
0.34367182,0.33756011,0.30113696,0.01763111
0.30933652,0.37871032,0.27524654,0.03670663
0.19958813,0.45837820,0.20711708,0.13491659
0.27565465,0.38419586,0.28389478,0.05625470
0.15131125,0.46253662,0.28773626,0.09841587
0.24134593,0.40173121,0.26144209,0.09548076
0.14523708,0.54581118,0.28665745,0.02229428
0.09141817,0.60043367,0.30090629,0.00724188
0.12569227,0.41580599,0.36959037,0.08891137
0.19888158,0.41785117,0.35426902,0.02899823
0.33796947,0.35995784,0.25724962,0.04482307
0.26027538,0.34227340,0.36027879,0.03717243
0.28341408,0.32865859,0.31950396,0.06842338
0.07509928,0.40302073,0.38163170,0.14024829
0.16987374,0.32704718,0.40752172,0.09555736
0.22446968,0.35416193,0.32858739,0.09278100
0.22776302,0.35240392,0.33843569,0.08139737
0.22195491,0.36323178,0.34837770,0.06643560
0.20802438,0.33809811,0.38366422,0.07021330
0.21668196,0.32397719,0.39444862,0.06489223
0.21588239,0.31742513,0.38125063,0.08544185
0.12973992,0.34480714,0.43604473,0.08940822
0.20765182,0.30950658,0.41420798,0.06863362
0.18624213,0.33248101,0.39611017,0.08516669
0.12911522,0.29773806,0.49742441,0.07572231
0.17869040,0.31179881,0.42886006,0.08065073
0.18256526,0.30380332,0.43909081,0.07454061
0.19088795,0.29448369,0.47255927,0.04206910
0.24666205,0.30237895,0.43768090,0.01327810
0.35075746,0.37837917,0.26312693,0.00773643
0.52468032,0.41420437,0.06111531,0.00000000
0.13577430,0.29479606,0.49332036,0.07610928
0.17425555,0.31396941,0.44345132,0.06832372
0.18372289,0.30741911,0.43817681,0.07068118
0.18506952,0.30068424,0.44782227,0.06642397
0.18355314,0.30593369,0.44251656,0.06799662
0.22552454,0.31851408,0.39264005,0.06332133
0.24281394,0.30412876,0.38532296,0.06773433
0.24420218,0.30433787,0.38293678,0.06852317
0.19735474,0.29218389,0.43208980,0.07837157
0.24087256,0.31227623,0.39043245,0.05641876
0.25743787,0.30324331,0.37573109,0.06358773
0.25348664,0.31901980,0.36641153,0.06108203
0.19218187,0.29182769,0.44534637,0.07064407
0.23913553,0.30835423,0.39867498,0.05383526
0.24543125,0.30482139,0.39917978,0.05056757
0.25134160,0.29649842,0.40385209,0.04830788
0.26455952,0.29406233,0.41350196,0.02787619
0.33851723,0.29002854,0.34068907,0.03076517
0.34575143,0.28659117,0.31743522,0.05022218
0.36075158,0.27564352,0.32455682,0.03904808
0.18654179,0.30408862,0.44002907,0.06934051
