i,real_index,MAE,Phi,SMI
1884,7645,0.29023225,70.97677485,N=c1nncc[nH]1
1885,5237,0.18236873,81.76312743,CCC(F)=CC=O
1886,4111,0.14744293,85.25570663,CC(CC=O)C=C
1887,7998,0.24319983,75.68001659,CC1CC=CC1O
1888,4025,0.25769167,74.23083289,CCCC(C)C#N
1889,1877,0.29191389,70.80861091,CNCC#CC
1890,8644,0.17260520,82.73947993,CC1CC(=O)N1O
1891,6768,0.23810708,76.18929230,Oc1n[nH]c(=N)[nH]1
1892,4306,0.15839251,84.16074913,CNCC(=O)NC
1893,5315,0.23640514,76.35948627,NC(C=C)=CC#N
1894,4424,0.16912256,83.08774386,COC(=C)CC=O
1895,8096,0.41243264,58.75673640,Nn1onnc1=N
1896,7362,0.20601956,79.39804352,NC1CCCOC1
1897,3981,0.19354688,80.64531225,CCC(C)OC=C
1898,2511,0.15181310,84.81869048,CC(O)CC(C)=O
1899,6753,0.25981163,74.01883650,CC1=CCC(=N)N1
1900,6132,0.20501174,79.49882596,CC(=CF)C(O)=O
1901,1078,0.21015430,78.98457044,CN(C=N)N=C
1902,4228,0.20576024,79.42397619,OC(CC#N)C#C
1903,2024,0.20399855,79.60014519,COC1COC1
1904,5132,0.22916819,77.08318133,CC=C(F)C=CF
1905,1857,0.24390227,75.60977303,CC=NNC=O
1906,5327,0.28168570,71.83143009,FC(C=O)=CC#N
1907,287,0.27378804,72.62119631,OCCCO
1908,3418,0.24858332,75.14166814,CC(=O)C=CC=C
1909,8103,0.20848049,79.15195053,FC1C=CCC1=C
1910,7816,0.36268644,63.73135619,Fc1cnncn1
1911,6710,0.24268073,75.73192712,C=C1NC(=O)N=C1
1912,7955,0.20698276,79.30172405,CN1OCCC1=N
1913,6717,0.32056028,67.94397226,O=C1OC(=O)C=C1
1914,7945,0.19417845,80.58215530,ON1CCNC1=N
1915,6568,0.18787165,81.21283533,CC1CCC(=O)O1
1916,5181,0.16946622,83.05337773,CCC=C(F)CC
1917,6080,0.26574034,73.42596603,FC(=C)C(=O)C#C
1918,608,0.21062594,78.93740623,CNCC(F)=C
1919,3782,0.18265059,81.73494052,CC1(O)C(N)C1O
1920,2138,0.20802428,79.19757245,OCC1CC1F
1921,2357,0.20173457,79.82654275,CC(C)(N)CC=C
1922,5443,0.19417739,80.58226092,CNC(C)C(C)O
1923,5020,0.19726448,80.27355235,CC#CC(=O)NO
1924,2566,0.19909473,80.09052674,CC(=C)NC(C)=N
1925,2489,0.18858070,81.14193019,CC(F)CC(C)F
1926,8055,0.21082323,78.91767717,Nn1[nH]ccc1=O
1927,6748,0.25247945,74.75205525,CC1=COC(=C)C1
1928,5768,0.25869293,74.13070687,OC(C#C)C(O)=O
1929,1126,0.18500650,81.49934985,CNC(=O)CO
1930,3385,0.17308350,82.69165003,CCC=CC(O)=O
1931,2791,0.41558190,58.44181033,CC(N)(CN)C#C
1932,376,0.27731084,72.26891564,COC=NN
1933,4387,0.18682747,81.31725305,CCOC(=O)NN
1934,1663,0.24610287,75.38971284,CCCCCN
1935,6287,0.29828638,70.17136247,OC1(CCC1)C=C
1936,3182,0.17853106,82.14689384,CC(C)CC=NO
1937,5763,0.20784923,79.21507662,NC(C#C)C(F)=C
1938,4070,0.19279204,80.72079583,COCC(O)C#N
1939,6173,0.20421361,79.57863939,CC(CF)=C(F)F
1940,979,0.17473566,82.52643395,CC(CO)C=C
1941,1686,0.20189471,79.81052948,CCNCCF
1942,783,0.22590806,77.40919363,CC(C)C(F)F
1943,1995,0.37542714,62.45728649,OCC#CC#C
1944,3190,0.22611973,77.38802718,CN=CNC(C)C
1945,1299,0.18095684,81.90431610,NC1(CF)CC1
1946,6684,0.18279301,81.72069866,On1cnc(=O)[nH]1
1947,1147,0.20421551,79.57844870,CNC(=O)NN
1948,2543,0.22143746,77.85625373,CN(C)NC(C)=O
1949,1429,0.42978629,57.02137089,O=c1[nH]nno1
1950,3976,0.17789391,82.21060863,CC(CF)NC=O
1951,6553,0.23418104,76.58189569,CC1CC(=C)CN1
1952,668,0.23758636,76.24136389,NC(=N)OC=O
1953,4384,0.19463635,80.53636517,CCOC(=N)NN
1954,2116,0.28112238,71.88776157,ON=CC1CO1
1955,7081,0.21859363,78.14063712,Cc1cc(F)[nH]n1
1956,1180,0.25174702,74.82529776,CNC(=N)C#N
1957,6333,0.23008720,76.99128012,CCCC1(C)CC1
1958,6624,0.28584493,71.41550738,O=C1CCC(=O)O1
1959,1566,0.22902799,77.09720083,Nc1ncn[nH]1
1960,2013,0.20150877,79.84912335,CCC1CNC1
1961,1344,0.22741518,77.25848157,CC1COC1=O
1962,879,0.22651619,77.34838132,CC1(C)CCO1
1963,2096,0.24660399,75.33960118,C=CCN1CC1
1964,4693,0.33183512,66.81648771,C=CNC(=N)C#C
1965,1589,0.22922083,77.07791661,Oc1ncco1
1966,7352,0.29424534,70.57546591,FC1CCNCC1
1967,4021,0.19536197,80.46380270,CC(CCN)C=C
1968,4551,0.15859778,84.14022184,OCCC(=C)C=O
1969,4037,0.14897180,85.10281956,OC(CCF)C=C
1970,4237,0.21125796,78.87420382,CC(ON=C)C#C
1971,2967,0.27939070,72.06093016,CC(C)NCC#C
1972,4594,0.17478800,82.52120030,CCOC(=C)C=C
1973,6168,0.13774292,86.22570786,CC(F)=C(C)CO
1974,2420,0.25699406,74.30059442,CC(C)(N)C(F)F
1975,157,0.27845942,72.15405817,CN(C)C=N
1976,891,0.16810696,83.18930398,CC1(O)CC1F
1977,5441,0.21886126,78.11387376,CNC(C)C(C)C
1978,7112,0.18786294,81.21370558,Nc1nc(O)co1
1979,4242,0.23202111,76.79788875,CCCC(=C)CC
1980,160,0.28424279,71.57572050,CN(N)C=O
1981,4467,0.23536326,76.46367372,OCC(=O)NN=C
1982,989,0.18396675,81.60332454,CCC(O)C=C
1983,6816,0.37000736,62.99926388,Cc1ccc(C)[nH]1
1984,6437,0.19669612,80.33038757,CNC1(C)CC1O
1985,5255,0.19432321,80.56767943,CCC(C)=NN=C
1986,5559,0.17448479,82.55152103,CC(=C)C(N)CF
1987,2426,0.27087000,72.91300012,CC(C)C(C)(C)F
1988,1859,0.23639839,76.36016094,FC=COC=C
1989,3833,0.17288914,82.71108597,NCCC(N)CO
1990,7345,0.35650147,64.34985253,CC1CCCCC1
1991,2473,0.36598563,63.40143713,NC(=N)C(F)(F)F
1992,2524,0.17667524,82.33247648,NC(=N)CC(F)F
1993,8611,0.21050227,78.94977307,CC1NC(C)C1C
1994,2787,0.31893990,68.10600953,CC(C)(CN)C#C
1995,4448,0.22465792,77.53420816,FCC(=N)NC=O
1996,4486,0.22585095,77.41490506,ONC(=O)NC=O
1997,3806,0.46714174,53.28582584,FC1C(F)C1(F)F
1998,3455,0.18734548,81.26545238,CC(O)C#CCO
1999,63,0.36326008,63.67399202,CCC=C
2000,1029,0.18632083,81.36791720,CC(CF)C#C
2001,2197,0.20281341,79.71865886,CC(N)C1CN1
2002,1258,0.22503527,77.49647299,CN=C(C)NO
2003,7939,0.20909487,79.09051350,ON1CCCC1=N
2004,4917,0.19935107,80.06489282,CNC(=O)C=CN
2005,1716,0.22328379,77.67162069,CCCNN=C
2006,1400,0.23309324,76.69067626,CC1CC=NO1
2007,5094,0.58998506,41.00149403,CC(CC#N)=NO
2008,7884,0.20374015,79.62598517,CC1CNCC1=O
2009,3947,0.16275401,83.72459949,OCC(O)CC=C
2010,7457,0.15887640,84.11236009,CC1CNN=CO1
2011,4265,0.16418503,83.58149707,OCCC(=O)CF
2012,1601,0.41076244,58.92375572,Oc1nnno1
2013,4747,0.20854085,79.14591515,NCC(N)C=NO
2014,6887,0.16503684,83.49631622,FC1CCC(F)=C1
2015,7202,0.21367273,78.63272685,COC1CN(C)C1
2016,183,0.28292292,71.70770828,NC(=O)CF
2017,901,0.26557723,73.44227702,CC1OC1(C)C
2018,284,0.34842796,65.15720373,NCCCN
2019,4253,0.16453631,83.54636896,OCC(=C)CCF
2020,3420,0.26034252,73.96574844,CC(=O)C=CC#N
2021,6338,0.19622707,80.37729327,NCCC1(N)CC1
2022,6817,0.24714167,75.28583263,Cc1ccc(N)[nH]1
2023,7889,0.20204655,79.79534544,FC1CNCC1=O
2024,3457,0.25478708,74.52129163,CCC#CC(C)F
2025,6869,0.26970609,73.02939111,Fc1cnc(F)o1
2026,7962,0.25772870,74.22713000,C=C1CNCC1=C
2027,1800,0.17737359,82.26264071,CCCC=NN
2028,5497,0.19909071,80.09092922,FC(F)C(F)C=C
2029,7337,0.28083474,71.91652640,FC(F)=CC1CC1
2030,3339,0.17333366,82.66663382,CC(F)C=CC=C
2031,7563,0.22104100,77.89590005,NN1CCCN=C1
2032,1928,0.24689408,75.31059173,CCC=CC#N
2033,1250,0.19364551,80.63544923,CCC(C)=NO
2034,496,0.22530524,77.46947554,CC(C)(O)C=C
2035,3023,0.14058128,85.94187207,CC(=O)NCCO
2036,2696,0.23715177,76.28482345,CC(N)(CF)CF
2037,5853,0.20278226,79.72177364,CCC(=N)N(C)O
2038,2257,0.19399635,80.60036521,C1CC=CCO1
2039,4484,0.17440240,82.55975963,ONC(=O)NC=C
2040,7863,0.21678933,78.32106748,OC1COCC1O
2041,5202,0.19059620,80.94037978,COC=C(F)CN
2042,7942,0.18566607,81.43339294,CN1CCNC1=O
2043,114,0.72798744,27.20125561,CC(C)(C)C
2044,5948,0.17157261,82.84273930,CC(=C)C(=C)CO
2045,2782,0.24940156,75.05984403,CNC(C)(C)C#N
2046,3861,0.15231390,84.76860990,NCCC(F)CN
2047,7919,0.20473944,79.52605561,FC1CONC1=N
2048,2397,0.18352071,81.64792897,CC(C)(O)C=NN
2049,8258,0.18815920,81.18407972,Oc1c[nH]cc1F
2050,7492,0.17397903,82.60209731,O=C1COC=CN1
2051,1267,0.24750927,75.24907345,CC(=CF)C=C
2052,3888,0.17298824,82.70117591,CCC(C)COC
2053,1940,0.32460853,67.53914708,COC=CC#N
2054,4831,0.21468851,78.53114939,CC=CN(O)C=O
2055,1473,0.30063614,69.93638618,Oc1cnon1
2056,7538,0.19023276,80.97672353,CC1CCOC=C1
2057,470,0.22863918,77.13608194,CCC(C)(C)N
2058,2095,0.26754852,73.24514818,N#CCC1CO1
2059,330,0.33893187,66.10681322,FCCC#C
2060,4428,0.24503148,75.49685241,COC(=O)CC#N
2061,6584,0.21966598,78.03340202,C=C1CNC(=O)C1
2062,4966,0.21485341,78.51465940,ON=CC(=O)C=O
2063,1033,0.22290473,77.70952654,NC(CF)C#C
2064,6497,0.29315629,70.68437080,FC(F)(F)C1CN1
2065,1064,0.24028185,75.97181500,CN(C=C)C=O
2066,3454,0.21428006,78.57199414,CC(O)C#CCN
2067,2302,0.26425663,73.57433728,C1C2OC=CC12
2068,5945,0.25345169,74.65483100,CN(O)C(=O)C#C
2069,3132,0.18351685,81.64831456,NC(=N)NNC=O
2070,1546,0.30121226,69.87877447,Nc1ccc[nH]1
2071,7906,0.19279575,80.72042549,CC1CNNC1=O
2072,3839,0.20126211,79.87378893,NC(CF)CCF
2073,4714,0.18188900,81.81110035,CC(CF)C=CF
2074,5071,0.16781179,83.21882069,CNN=C(C)NO
2075,5430,0.18741933,81.25806650,CC(O)C(F)CN
2076,1690,0.20078075,79.92192513,CCOCCF
2077,5535,0.17353648,82.64635227,CC(CO)C(C)=C
2078,8158,0.25062484,74.93751649,On1cc[nH]c1=O
2079,3275,0.23497135,76.50286512,CC#CCC(F)F
2080,2531,0.21792624,78.20737558,CC(C)NC(N)=O
2081,4763,0.18882271,81.11772903,ON=CC(F)CF
2082,3463,0.28427866,71.57213426,OCC#CC(F)F
2083,271,0.31583692,68.41630848,NC1CC1N
2084,2880,0.16400037,83.59996348,COCCC(F)F
2085,7070,0.23704212,76.29578775,Nc1coc(N)c1
2086,6542,0.15742022,84.25797832,OC1CNC(=O)C1
2087,74,0.38351393,61.64860650,CNC=O
2088,3627,0.22567102,77.43289759,CC1OCC1(C)N
2089,4630,0.34632642,65.36735834,N=CNC(=N)C#N
2090,7531,0.25429050,74.57095036,O=C1OCC=CO1
2091,4715,0.18658308,81.34169225,CCC(N)C=CC
2092,7605,0.28855333,71.14466651,CC1CC=NN=C1
2093,1215,0.33188089,66.81191139,C=CC(=C)C#N
2094,3300,0.16027088,83.97291245,NCC=CC(F)F
2095,7537,0.19434828,80.56517228,FC1CCCC=C1
2096,7050,0.28744533,71.25546677,FC1=CC(F)=CC1
2097,4345,0.18726609,81.27339140,CONC(=N)CO
2098,7006,0.22842057,77.15794286,Oc1cn(O)nn1
2099,878,0.20916120,79.08388038,CC1(C)CCN1
2100,1122,0.18860710,81.13928989,CCC(=O)NN
2101,3104,0.21341446,78.65855430,NC(=O)COC=O
2102,3056,0.14615410,85.38459026,NC(=O)OCCF
2103,4082,0.15297488,84.70251162,CN(CCO)C=N
2104,5340,0.22417491,77.58250903,CC(=CCO)C#C
2105,1206,0.29919553,70.08044744,NNC(=N)C#C
2106,6125,0.23177908,76.82209197,CC(=CN)C(N)=N
2107,4736,0.17516898,82.48310237,OCC(F)C=CF
2108,2284,0.50271884,49.72811633,c1ncnnn1
2109,8287,0.24815527,75.18447329,Nc1nonc1F
2110,857,0.55223438,44.77656202,CC(C)=C(C)C
2111,8533,0.18889911,81.11008884,Oc1cnoc1O
2112,4231,0.23409355,76.59064475,FC(CC#N)C#C
2113,2784,0.20906277,79.09372267,COC(C)(C)C=O
2114,6797,0.21281347,78.71865309,Nc1n[nH]c(=N)o1
2115,6570,0.19164355,80.83564459,CC1CNC(=O)O1
2116,6700,0.24868686,75.13131404,Cn1nnc(=O)o1
2117,775,0.21830305,78.16969512,CC(C)=NN=C
2118,1545,0.31949063,68.05093726,Cc1ccc[nH]1
2119,1105,0.22748319,77.25168056,CCC(=O)CO
2120,152,0.22983633,77.01636663,CC(F)C=O
2121,3404,0.19930505,80.06949525,CNN=CC(C)=O
2122,6060,0.22717523,77.28247681,NC(=O)C(=O)C=C
2123,832,0.20427893,79.57210662,CN(O)C(C)=N
2124,4319,0.22812639,77.18736081,CCCC(=O)OC
2125,6988,0.22801313,77.19868661,Cc1cnn(N)c1
2126,5673,0.18925209,81.07479069,NC(C=C)C(O)=O
2127,6075,0.27094375,72.90562470,CC(=C)C(=O)C#C
2128,7736,0.18296498,81.70350204,CC1=NOCON1
2129,7278,0.20005944,79.99405571,FC(F)CC1CC1
2130,944,0.19754680,80.24531953,NC(CF)CF
2131,6852,0.27214085,72.78591540,Oc1ccc(F)o1
2132,84,0.39919744,60.08025608,NCC#C
2133,339,0.31419371,68.58062905,C=CNC=N
2134,3204,0.22695167,77.30483284,CN(C)N=CNN
2135,1453,0.23206791,76.79320921,ON1CCN=C1
2136,7359,0.24768965,75.23103518,OC1CCCNC1
2137,5669,0.22702369,77.29763078,CC(C#N)C(F)=C
2138,3434,0.16456565,83.54343518,CC(=O)C=NN=C
2139,6336,0.22949413,77.05058698,CC1(CCF)CC1
2140,3880,0.16297584,83.70241614,CCC(O)CNC
2141,6855,0.21165109,78.83489116,Cc1cnc(N)o1
2142,5358,0.23929286,76.07071409,CC(=NN=C)C#C
2143,394,0.34939722,65.06027818,FC=CC#C
2144,1386,0.24620380,75.37962008,N=C1NCCN1
2145,3865,0.14847146,85.15285446,NCCC(F)CO
2146,2470,0.19158216,80.84178412,CC(F)(F)C(F)=C
2147,917,0.26839481,73.16051878,CN1CC(O)C1
2148,3334,0.29922658,70.07734182,CC(C)C=CC#N
2149,3920,0.22058289,77.94171113,CCOC(C)CC
2150,4876,0.20143872,79.85612828,NN=CC(O)C#C
2151,8089,0.19931268,80.06873243,Cn1ocnc1=O
2152,8140,0.23274285,76.72571511,NN1C=CCC1=O
2153,8014,0.18088665,81.91133546,CC1NN=CC1O
2154,7951,0.17275102,82.72489768,ON1CCOC1=N
2155,2496,0.19222916,80.77708426,CC(O)CN(C)C
2156,3553,0.21481016,78.51898431,CC(C)=CCC=C
2157,4619,0.21237993,78.76200737,C=CC(=C)NC=O
2158,6729,0.19897161,80.10283854,CC1CC(C)=CO1
2159,2094,0.23084284,76.91571584,O=CCC1CO1
2160,254,0.38327969,61.67203075,FC1CNC1
2161,8403,0.28251949,71.74805071,CC1=NC=CC1=O
2162,2456,0.22046356,77.95364436,CC(C)(O)C(N)=O
2163,1529,0.26027100,73.97290023,FC1=CCCC1
2164,3442,0.26657341,73.34265867,NC(=O)C=CC#C
2165,3441,0.28778126,71.22187376,NC(=N)C=CC#C
2166,734,0.32664992,67.33500788,CC#CC(C)C
2167,1752,0.27299594,72.70040639,CCOCC#C
2168,7023,0.25000671,74.99932873,Cc1cnn(C)n1
2169,7238,0.27741825,72.25817503,CC1CC(C1)C#C
2170,7775,0.20002566,79.99743364,CC1=CCOC=C1
2171,706,0.23098992,76.90100850,CC=NN(C)C
2172,3033,0.19332337,80.66766288,CCNNC(C)=N
2173,6010,0.19967326,80.03267362,NNC(=O)C(N)=N
2174,5019,0.22853232,77.14676817,CC#CC(=O)NN
2175,1195,0.20898796,79.10120449,COC(=O)C=C
2176,640,0.21305819,78.69418133,NC(=O)CC=C
2177,4392,0.20876765,79.12323455,CCC(=C)CC#N
2178,98,0.47966845,52.03315473,CC=CC
2179,2515,0.18663861,81.33613865,CC(O)CC(F)=C
2180,8541,0.20682800,79.31720002,Cc1ocnc1O
2181,5289,0.21727394,78.27260627,CNC=C(C)C=O
2182,4316,0.17131186,82.86881350,COC(=C)CCN
2183,6996,0.26822258,73.17774164,Cc1cn(C)nn1
2184,5322,0.23611583,76.38841736,FC(C=C)=CC#N
2185,3381,0.17274491,82.72550941,CCC=CC(N)=O
2186,4144,0.19601928,80.39807176,CC(NN=C)C=C
2187,4409,0.16167744,83.83225574,CNC(=N)CC=C
2188,2419,0.18499344,81.50065591,CC(F)C(C)(C)N
2189,6970,0.21819812,78.18018768,Nc1ccn(O)c1
2190,3196,0.22170856,77.82914394,CC(C)OC=NN
2191,8067,0.25218516,74.78148375,Nn1[nH]cnc1=O
2192,2021,0.19226743,80.77325735,OCC1COC1
2193,3733,0.18531448,81.46855241,CC1(F)CNN=C1
2194,347,0.29567405,70.43259481,C=COC=O
2195,1834,0.19813801,80.18619853,FC=CCC=O
2196,6467,0.21552802,78.44719758,CC(O)C1(O)CC1
2197,1897,0.31138050,68.86194975,CC#CC=CF
2198,1088,0.21673956,78.32604400,FC(C=O)C#C
2199,7601,0.26527981,73.47201918,CC1CC=CC=C1
2200,7917,0.18589327,81.41067271,OC1CONC1=N
2201,2229,0.40683541,59.31645862,C1CC2CC1C2
2202,3118,0.18703363,81.29663653,CC(=O)NCC=C
2203,4372,0.16218532,83.78146781,CNNC(=O)OC
2204,2327,0.17621410,82.37858990,CC(C)(O)CCF
2205,3176,0.18476128,81.52387214,CC(O)CC=CF
2206,2461,0.20743919,79.25608054,CC(C)(F)C(N)=N
2207,5840,0.17095451,82.90454930,COC(=C)C(F)F
2208,7580,0.18321496,81.67850379,O=C1CCOC=C1
2209,1491,0.33582073,66.41792690,NC1C=NN=C1
2210,7960,0.21916866,78.08313443,C=C1CCCC1=O
2211,5382,0.17500612,82.49938792,CC(C)C(N)CN
2212,6850,0.24120551,75.87944913,Nc1ccc(F)o1
2213,5545,0.17410310,82.58968975,CC(CN)C(N)=O
2214,5847,0.19071451,80.92854928,CN(C)C(=N)CN
2215,8235,0.18551128,81.44887201,OC1COC=C1F
2216,3620,0.20996347,79.00365267,FC1CCC1(F)F
2217,6833,0.17504546,82.49545412,Nc1ncc(O)[nH]1
2218,7913,0.18655621,81.34437917,CC1CONC1=N
2219,7493,0.15964686,84.03531432,C=C1CON=CN1
2220,72,0.51266945,48.73305548,FCC#N
2221,4053,0.21899450,78.10055004,FCCC(F)C#N
2222,5935,0.28590135,71.40986472,FC(F)C(=C)C#C
2223,1099,0.20218557,79.78144304,NCC(=C)CO
2224,4379,0.20493443,79.50655732,CCOC(=O)CC
2225,4654,0.22311783,77.68821744,C=COC(=O)C=C
2226,3684,0.18561291,81.43870899,COC1CC1(C)F
2227,7071,0.18681084,81.31891592,Nc1coc(O)c1
2228,1463,0.21617582,78.38241795,Oc1cnoc1
2229,7836,0.20137793,79.86220746,CC1CCCC1C
2230,594,0.23065244,76.93475561,NC(=O)CCF
2231,1869,0.21532352,78.46764776,CC=CCC#C
2232,4694,0.33300113,66.69988733,N=CNC(=N)C#C
2233,4189,0.21414937,78.58506263,CN(CC#C)C=N
2234,5606,0.17064269,82.93573072,CCC(F)C(N)=N
2235,6216,0.19966786,80.03321440,CC(F)=C(C)C#C
2236,8481,0.20662701,79.33729941,Fc1cc[nH]c1F
2237,735,0.25350907,74.64909285,CC#CC(C)N
2238,3989,0.18892060,81.10794001,CCC(C)ON=C
2239,7834,0.20249353,79.75064730,Nc1nncnn1
2240,5399,0.17687687,82.31231334,NC(CO)C(F)F
2241,5206,0.19029756,80.97024373,COC(C)=CCN
2242,4156,0.19149788,80.85021159,CN(CC=C)C=N
2243,4254,0.18784280,81.21571998,CCCC(=C)CF
2244,3603,0.20716502,79.28349783,CC1(C)CCC1O
2245,3261,0.24140888,75.85911186,CC(=C)OC=NO
2246,1405,0.34873340,65.12666042,O=C1CC=CC1
2247,2295,0.30454663,69.54533663,C1CC2OC2C1
2248,6582,0.29677508,70.32249189,O=C1CCC(=O)C1
2249,6271,0.25059734,74.94026612,OCC1(F)COC1
2250,3347,0.18727783,81.27221714,CC(O)C=NN=C
2251,7578,0.18896615,81.10338517,O=C1CCNC=C1
2252,6562,0.16630032,83.36996777,CC1CCC(=O)N1
2253,8267,0.19165766,80.83423383,FC1=CCNC1=N
2254,7845,0.15313833,84.68616712,FC1CCCC1F
2255,8657,0.17118318,82.88168216,NC1CN(O)C1=O
2256,6254,0.25058370,74.94163007,FCC1(F)CNC1
2257,2499,0.23084616,76.91538449,CC(C)CC(C)=C
2258,588,0.20171008,79.82899207,NCCC(N)=N
2259,6015,0.21759401,78.24059870,CNC(=O)C(O)=O
2260,7980,0.26943654,73.05634618,C=C1CCOC1=C
2261,7653,0.24811237,75.18876274,O=c1nncn[nH]1
2262,4038,0.18517977,81.48202273,CCCC(O)C=O
2263,6962,0.25932606,74.06739422,Cc1ccn(C)c1
2264,6154,0.19204216,80.79578409,CC(=NN)C(N)=N
2265,3344,0.35133271,64.86672925,FC(F)C=CC#N
2266,3788,0.19586925,80.41307523,CC1C(N)C1(C)F
2267,2648,0.22665754,77.33424597,CC1CC(C)(C)O1
2268,6392,0.23813578,76.18642220,NCC1(N)CC1N
2269,4427,0.18552019,81.44798128,COC(=O)CC=O
2270,6041,0.30374583,69.62541682,NC(=N)C(=C)C#N
2271,3479,0.34305804,65.69419587,CC(N)C#CC#C
2272,3791,0.17548303,82.45169696,CC1(F)C(N)C1N
2273,8339,0.23471402,76.52859793,Cn1ccnc1O
2274,2152,0.27638432,72.36156771,CCC1OC1C
2275,5411,0.20099768,79.90023245,CC(O)C(O)CO
2276,6474,0.20774020,79.22597994,FC(F)C1(F)CC1
2277,3085,0.14720219,85.27978079,NC(=O)CNC=N
2278,803,0.20201295,79.79870486,CC(N)C(N)=O
2279,2187,0.25310161,74.68983902,CC1NC1C#C
2280,982,0.18848996,81.15100351,CC(CF)C=C
2281,4439,0.20952372,79.04762755,CCC(=N)NC=O
2282,997,0.16277522,83.72247811,OC(CF)C=O
2283,5085,0.15217120,84.78288046,CC=C(F)CC=C
2284,722,0.26005816,73.99418449,FC=CC(F)=C
2285,8380,0.19098961,80.90103950,Cn1ncnc1N
2286,2055,0.28806856,71.19314421,C#CC1CCN1
2287,4681,0.23080356,76.91964381,CONC(=N)C#C
2288,3787,0.31696623,68.30337696,CC1C(C)C1(C)F
2289,8579,0.19749832,80.25016768,CC1C(O)CC1F
2290,3927,0.17878169,82.12183067,CCN(C)CCO
2291,3337,0.17405050,82.59495024,CC(O)C=CC=O
2292,3498,0.25493706,74.50629363,CCC#CC(O)=O
2293,8668,0.17628987,82.37101290,CC12CNCC1C2
2294,2057,0.24996510,75.00349015,CCCC1CC1
2295,4969,0.29164151,70.83584928,FC=CC(=C)C#C
2296,2808,0.30889275,69.11072537,CC(C)(C=C)C=C
2297,5940,0.21955210,78.04479004,CN(C)C(=N)C#C
2298,3586,0.18652630,81.34737020,CC(C)=CC=NN
2299,150,0.22497756,77.50224397,CC(O)C#N
2300,3310,0.16709190,83.29081009,CNN=CC(C)O
2301,1722,0.22315130,77.68487000,NCCOC=C
2302,8116,0.17129879,82.87012109,NC1C=NNC1=N
2303,4013,0.18911656,81.08834380,CCC(F)CC#C
2304,6820,0.30499644,69.50035648,Nc1ccc(N)[nH]1
2305,1622,0.36160742,63.83925849,Fc1cnon1
2306,1063,0.26847560,73.15243992,CN(C=C)C=N
2307,6500,0.24059070,75.94093004,CC(C)(O)C1CO1
2308,4170,0.24442849,75.55715143,CN(CC=C)N=C
2309,784,0.25112909,74.88709101,CC(N)C(C)N
2310,7432,0.21138315,78.86168492,FC1CCC=CC1
2311,3102,0.17024376,82.97562393,NC(=N)COC=O
2312,8722,0.19555329,80.44467084,CCCC1COC1
2313,2478,0.17676424,82.32357633,CC(C)CC(C)N
2314,1410,0.29871992,70.12800783,C=C1CN=CN1
2315,5684,0.17486845,82.51315454,NC(=O)C(O)C=C
2316,1647,0.16838576,83.16142423,CC1C(N)C1F
2317,3966,0.16782201,83.21779930,COC(C)CC=C
2318,4415,0.23171473,76.82852673,ONC(=N)CC#N
2319,7011,0.24544364,75.45563598,Nn1ccc(F)n1
2320,6714,0.24225915,75.77408539,O=C1NC(=O)N=C1
2321,3786,0.15824035,84.17596515,CC1(O)C(F)C1F
2322,690,0.19280447,80.71955259,CC(N)C=NO
2323,3546,0.19405401,80.59459938,COCC=C(C)F
2324,5811,0.18676833,81.32316701,CNC(=N)C(C)N
2325,43,0.35915228,64.08477248,CC(N)=N
2326,4939,0.23068288,76.93171161,COC(=O)C=CC
2327,6277,0.17226362,82.77363803,CC1(CO)CCN1
2328,6232,0.21225887,78.77411310,OC1(CF)CCC1
2329,5628,0.17696669,82.30333099,COC(C)C(C)=C
2330,1334,0.19153729,80.84627117,CC1OCC1O
2331,6851,0.36674851,63.32514907,Oc1ccc(O)o1
2332,5114,0.22597241,77.40275931,CC(OC=O)=CF
2333,7512,0.24030257,75.96974282,O=C1NCC=CN1
2334,4393,0.17995997,82.00400289,NCC(=C)CC=C
2335,5418,0.15685016,84.31498388,NCC(O)C(F)F
2336,2529,0.20120103,79.87989741,CC(C)NC(C)=O
2337,6294,0.26066900,73.93309961,CC1(CNC1)C=O
2338,2674,0.47653557,52.34644265,FC1(F)CC1(F)F
2339,5912,0.15981250,84.01875048,CC(F)C(=O)C=O
2340,8700,0.26435257,73.56474292,CC12CC1C=CO2
2341,6233,0.27660673,72.33932694,CCC1(F)CCC1
2342,3903,0.19517692,80.48230834,COCC(F)CF
2343,1513,0.36093727,63.90627273,Nn1cnnn1
2344,2207,0.25966347,74.03365264,CC(=C)C1CC1
2345,2501,0.18709399,81.29060119,CC(C)CC(N)=N
2346,463,0.55218983,44.78101710,c1nnno1
2347,194,0.26533860,73.46613974,CC(=N)NO
2348,3854,0.16481179,83.51882129,OCCC(O)CF
2349,3174,0.17707183,82.29281730,CC(N)CC=CF
2350,2612,0.25633755,74.36624485,NC(N)=CC(N)=N
2351,3402,0.21610335,78.38966477,COC=CC(F)=C
2352,1102,0.18738891,81.26110929,OCC(=C)CF
2353,8025,0.18378449,81.62155065,CC1CN=CN1C
2354,2137,0.21520941,78.47905901,NCC1CC1F
2355,7818,0.30073913,69.92608692,Fc1cncnn1
2356,2748,0.19087576,80.91242386,CC(N)(CO)C=C
2357,8749,0.27106282,72.89371831,N=CNC1CCC1
2358,1606,0.27183796,72.81620392,Nc1cc[nH]c1
