i,real_index,MAE,Phi,SMI
6593,7272,0.29242507,70.75749307,O=C1CC(N1)C#C
6594,7320,0.18824588,81.17541206,CC(=O)CC1CO1
6595,2010,0.22464587,77.53541278,FCC1CCC1
6596,1375,0.25260846,74.73915394,O=C1CCOC1
6597,1868,0.26677941,73.32205919,CC=NOC=O
6598,6172,0.22622347,77.37765276,CC(CO)=C(F)F
6599,8473,0.20160326,79.83967422,Nc1[nH]ccc1F
6600,7524,0.24565555,75.43444510,O=C1NOC=NO1
6601,5823,0.25826410,74.17358952,CC(C)C(=O)NN
6602,3240,0.23672166,76.32783431,CN=CNC(C)=N
6603,840,0.27187470,72.81253047,CC(=C)C(O)=O
6604,2417,0.20920900,79.07909950,CC(N)C(C)(C)N
6605,7262,0.26885646,73.11435355,C=CC1CC(=O)N1
6606,7475,0.17343381,82.65661950,C=C1COC=CC1
6607,5914,0.21848442,78.15155839,FC(F)C(=O)C=C
6608,428,0.39536380,60.46361987,N#CC1CO1
6609,6636,0.19384198,80.61580242,CC1CC(O)C=C1
6610,2203,0.20326730,79.67326964,CC(O)C1CO1
6611,7214,0.25300045,74.69995468,FC1CC(C1)C=C
6612,6689,0.19511290,80.48871025,Cn1ccc(=O)o1
6613,6398,0.20831799,79.16820102,NC1(CF)CC1O
6614,4471,0.18931118,81.06888237,CNC(=N)NC=O
6615,6917,0.24769222,75.23077765,Cc1cc(O)n[nH]1
6616,3549,0.17522527,82.47747323,CCOC=C(C)F
6617,8057,0.21175495,78.82450467,On1[nH]ccc1=O
6618,6448,0.19603873,80.39612735,CC1OC1(C)CN
6619,6274,0.21817182,78.18281811,COC1(C)COC1
6620,5550,0.20467617,79.53238320,CC(CO)C(O)=O
6621,2668,0.19093035,80.90696489,CC1(N)CC1(F)F
6622,7757,0.22233949,77.76605110,CC1=NN=CON1
6623,4159,0.18470265,81.52973453,CN(CC=C)C=O
6624,1867,0.23030691,76.96930890,ON=CON=C
6625,2471,0.24427182,75.57281808,CC(=C)C(F)(F)F
6626,188,0.20365325,79.63467505,CCC(F)=C
6627,3069,0.22186018,77.81398218,NC(=N)CCC#N
6628,122,0.25229965,74.77003541,CC(C)CN
6629,2248,0.22955593,77.04440694,C1CNC=NC1
6630,4739,0.17105010,82.89499040,CCC(C)C=NN
6631,8333,0.20656283,79.34371730,Cc1cncn1O
6632,7848,0.19088371,80.91162867,CC1CNCC1O
6633,2340,0.23696713,76.30328702,CNCC(C)(C)C
6634,7098,0.23525333,76.47466694,Cc1nc(O)c[nH]1
6635,6138,0.18356427,81.64357321,CC(=O)C(F)=CN
6636,3090,0.14919319,85.08068106,FC(=C)CNC=O
6637,3576,0.22898391,77.10160865,CC(C)=NOC=O
6638,3183,0.18062893,81.93710663,CC(N)CC=NO
6639,7754,0.20272265,79.72773527,CC1=NN=COC1
6640,5998,0.20383068,79.61693207,CN=C(N)C(O)=O
6641,7455,0.19099191,80.90080940,CC1CCC=CO1
6642,208,0.37537716,62.46228357,CC(=C)C=C
6643,5857,0.21444339,78.55566096,CCC(=O)N(C)C
6644,1914,0.19689892,80.31010781,COC=CCF
6645,7399,0.21898205,78.10179457,N=C1CNCCN1
6646,6644,0.19657020,80.34298018,CC1NC(C)C=C1
6647,2415,0.29586505,70.41349517,CC(C)(C)C(F)F
6648,7443,0.14943489,85.05651107,OC1COC=CC1
6649,2902,0.21799334,78.20066634,CN(C)CCCO
6650,4401,0.17736663,82.26333743,CCC(=O)CC=O
6651,6402,0.18009710,81.99029003,NC1(CF)CC1F
6652,6522,0.19710048,80.28995176,CC1CC(F)CO1
6653,7947,0.19207345,80.79265528,CN1CCOC1=N
6654,4543,0.23002137,76.99786345,COC(=C)CC#C
6655,2680,0.23302522,76.69747804,CCC(C)(C)CF
6656,4700,0.23515176,76.48482433,C=NNC(=O)C#C
6657,1637,0.32418195,67.58180544,Oc1nn[nH]n1
6658,3024,0.14574837,85.42516349,CC(=O)NCCF
6659,8601,0.20503485,79.49651547,CC1CC(C)C1F
6660,3372,0.15502081,84.49791864,CC(=C)C=CCO
6661,7327,0.22943481,77.05651888,NC(=N)CN1CC1
6662,6804,0.22490659,77.50934062,Cc1coc(=O)o1
6663,8437,0.18466253,81.53374724,Fc1c[nH]nc1F
6664,2079,0.25229423,74.77057719,OCCN1CC1
6665,4502,0.23744678,76.25532198,COC(=O)NN=C
6666,6560,0.17329074,82.67092614,CC1CC(=O)NO1
6667,8625,0.18531221,81.46877894,CC1C(O)CC1=O
6668,5822,0.22002784,77.99721643,CNC(=O)C(C)C
6669,3924,0.22350171,77.64982939,CCOC(C)OC
6670,2873,0.17180302,82.81969791,CNCCC(C)O
6671,473,0.29654270,70.34572964,CC(C)(N)CF
6672,3654,0.19235070,80.76493020,CC1(C)NCC1=O
6673,6831,0.22128874,77.87112601,Nc1cnc(O)[nH]1
6674,4031,0.21053132,78.94686797,NCCC(N)C=C
6675,2754,0.18505524,81.49447561,CC(O)(CO)C=C
6676,2429,0.21073023,78.92697669,CC(F)C(C)(C)F
6677,6607,0.21346749,78.65325087,C=C1COC(=N)N1
6678,4044,0.18099271,81.90072938,CCCC(F)C=C
6679,6361,0.20427498,79.57250154,CC1(CCO)CN1
6680,1385,0.25312345,74.68765506,O=C1COCO1
6681,1674,0.20247185,79.75281545,CNCCCO
6682,3352,0.27192334,72.80766595,CN(C)C=NC=N
6683,2706,0.18764026,81.23597400,CC(O)(CF)CF
6684,4640,0.24195381,75.80461871,O=CNC(=O)C=O
6685,7702,0.28493814,71.50618565,N=c1cc[nH]nn1
6686,3956,0.14763567,85.23643340,NCC(F)CC=C
6687,2908,0.26739947,73.26005341,CC(C)CCC#N
6688,4756,0.14962961,85.03703934,ON=CC(O)CF
6689,1077,0.25260945,74.73905522,ON(C=O)C=O
6690,8371,0.24927229,75.07277075,Cc1cnnn1N
6691,627,0.24282696,75.71730371,CCOC(C)=C
6692,293,0.24468716,75.53128424,CNCCF
6693,6248,0.23462273,76.53772713,NCC1(O)CNC1
6694,4990,0.20528074,79.47192599,CC#CC(F)CO
6695,6731,0.19564619,80.43538099,CC1CC(C)=NO1
6696,2498,0.21133869,78.86613057,CN(C)CC(F)F
6697,7334,0.23321436,76.67856365,NC(=O)NN1CC1
6698,60,0.41281230,58.71877022,FCCF
6699,3378,0.17925071,82.07492943,NCC=CC(N)=N
6700,6470,0.19671288,80.32871206,CC(C)C1(F)CC1
6701,6329,0.23579312,76.42068756,OC1(COC1)C#C
6702,4556,0.20055953,79.94404731,OCCC(=O)C=C
6703,1362,0.18916072,81.08392750,NC1CCOC1
6704,2139,0.20253733,79.74626660,FCC1CC1F
6705,4546,0.17238371,82.76162926,NCCC(=C)C=C
6706,8265,0.25404857,74.59514326,Cc1nocc1O
6707,729,0.27389900,72.61010041,NC(=O)C=NO
6708,741,0.23710816,76.28918356,CC#CC(N)=N
6709,8738,0.23146945,76.85305490,OCCC1CCO1
6710,849,0.27782506,72.21749405,NC(=N)C(O)=O
6711,2262,0.30122812,69.87718828,C1CC=NN=C1
6712,4761,0.14951070,85.04893027,OCC(F)C=NO
6713,6983,0.18357546,81.64245391,Oc1cn(O)cn1
6714,3460,0.22398328,77.60167242,CC(F)C#CCF
6715,6007,0.18836543,81.16345703,CNC(=O)C(C)=O
6716,3333,0.24586897,75.41310311,CC(C)C=CC=O
6717,6495,0.18671013,81.32898745,CC(C)(F)C1CN1
6718,4658,0.23199686,76.80031368,C=NOC(=O)C=O
6719,8418,0.22334618,77.66538215,Cc1c[nH]cc1N
6720,1819,0.22917240,77.08275958,CNN=CNN
6721,2287,0.32288903,67.71109657,C1NCC2CC12
6722,5939,0.29419565,70.58043494,FC(F)C(=O)C#C
6723,6105,0.17694120,82.30588011,CC(O)C(C)=NO
6724,1704,0.26949555,73.05044485,CNCCC#N
6725,8550,0.22075507,77.92449336,Oc1ocnc1F
6726,748,0.25766196,74.23380444,CC(C)=CCF
6727,2848,0.21446428,78.55357228,CC(O)(C#C)C#C
6728,5101,0.23114637,76.88536288,CN=C(C)NC=O
6729,3954,0.15770643,84.22935697,CCC(F)CC=O
6730,2003,0.45359321,54.64067906,C=CC#CC#C
6731,8364,0.27707597,72.29240333,Nc1ccnn1O
6732,837,0.23982517,76.01748317,CC(=C)C(C)=O
6733,2975,0.17231615,82.76838505,CC(=O)CCCO
6734,27,0.70110243,29.88975685,FC=C
6735,4435,0.25900878,74.09912206,FCC(=C)NC=N
6736,7995,0.23864900,76.13509977,O=c1o[nH]oc1=O
6737,5428,0.17889760,82.11023980,CC(N)C(F)CF
6738,5110,0.22064232,77.93576847,CC(NN=C)=NO
6739,4788,0.21525000,78.47499951,CC=CC(C)C=C
6740,2532,0.19534373,80.46562716,CC(C)OC(C)=C
6741,1041,0.29125526,70.87447428,FCC(F)C#C
6742,8509,0.22765134,77.23486555,Cc1ccoc1C
6743,1131,0.28850654,71.14934623,ONC(=O)CF
6744,5329,0.17930640,82.06936017,CC(C=C)=NN=C
6745,5985,0.20808007,79.19199334,OCC(=O)C(F)=C
6746,1735,0.21810872,78.18912766,CCNCC=C
6747,7395,0.17663481,82.33651937,N=C1CCCNN1
6748,5152,0.18255643,81.74435718,CC(C=CF)=NO
6749,2118,0.18856112,81.14388759,NN=CN1CC1
6750,7604,0.20820455,79.17954533,FC1CC=CC=C1
6751,4234,0.19482747,80.51725251,CC(NN=C)C#C
6752,4596,0.17273646,82.72635354,CCOC(=C)C#N
6753,256,0.26932934,73.06706637,NC1COC1
6754,7461,0.18450080,81.54992041,CC1COC=NO1
6755,8484,0.20348854,79.65114648,Oc1[nH]ncc1F
6756,7061,0.21834766,78.16523449,Cc1cc(F)c[nH]1
6757,5797,0.20570414,79.42958639,CC(C)C(=O)CO
6758,2108,0.23399338,76.60066206,ON=CC1CC1
6759,3554,0.16479594,83.52040584,CC(C)=CCC=O
6760,8073,0.20433704,79.56629613,Nn1[nH]nnc1=O
6761,4718,0.17737323,82.26267689,NCC(N)C=CF
6762,3773,0.17729925,82.27007493,CC1(N)C(N)C1F
6763,7634,0.28358008,71.64199204,Oc1cccnn1
6764,2559,0.17731808,82.26819197,NC(=N)CC(F)=C
6765,1248,0.22978633,77.02136738,FCC(F)=CF
6766,6078,0.28185988,71.81401179,NC(=O)C(=O)C#C
6767,5194,0.16543023,83.45697686,NCC=C(F)CF
6768,6083,0.17894293,82.10570744,CC=C(C)C(C)N
6769,6914,0.19106234,80.89376593,Nc1cc(N)[nH]n1
6770,2190,0.23605766,76.39423436,CC(C)C1CC1
6771,6011,0.20561436,79.43856422,NC(=N)C(=O)NO
6772,3985,0.16009796,83.99020374,CC(CO)OC=C
6773,2544,0.24389411,75.61058887,CN(C)NC(N)=N
6774,198,0.24250058,75.74994237,CNC(N)=N
6775,6949,0.28206977,71.79302271,Fc1nc(=O)[nH]o1
6776,5102,0.22236345,77.76365528,CC(NC=C)=NN
6777,4223,0.19543444,80.45655613,CC(CC=O)C#C
6778,7415,0.20874936,79.12506438,N=C1NCCNN1
6779,1636,0.30614152,69.38584784,Nc1nn[nH]n1
6780,3789,0.17416970,82.58303038,CC1C(O)C1(C)F
6781,1574,0.30082818,69.91718233,Fc1ccco1
6782,3408,0.19305600,80.69439951,CNN=CC(F)=C
6783,7439,0.20512016,79.48798387,OC1CNC=NC1
6784,4997,0.24134853,75.86514722,CC#CC(N)C=C
6785,8617,0.20804000,79.19600004,CC1OC(C)C1O
6786,3573,0.26843322,73.15667752,FC(F)=COC=O
6787,7651,0.27253008,72.74699209,O=c1ncnn[nH]1
6788,670,0.23480985,76.51901530,NC(=N)ON=C
6789,2826,0.30744675,69.25532463,CC(F)(C#N)C#N
6790,1284,0.25779809,74.22019131,CC(C=O)=NO
6791,8356,0.22897810,77.10219009,Cn1nccc1N
6792,7856,0.18310127,81.68987305,CC1COCC1C
6793,8156,0.25687706,74.31229363,Cn1cc[nH]c1=O
6794,4566,0.21595051,78.40494851,CNCC(=C)C#N
6795,7886,0.19239181,80.76081948,OC1CNCC1=C
6796,2663,0.18540577,81.45942290,CC1(C)CC1(C)F
6797,7141,0.32318710,67.68129016,OC12CCC(C1)C2
6798,4720,0.21151213,78.84878739,NC(CO)C=CF
6799,4354,0.18373644,81.62635557,CCNC(=O)NC
6800,1401,0.28293844,71.70615640,CC1OC=CO1
6801,5483,0.17546940,82.45306039,CC(F)C(O)C#N
6802,3178,0.17911263,82.08873682,CC(F)CC=CF
6803,6045,0.18440359,81.55964128,OC(=O)C(=C)C=C
6804,916,0.21087445,78.91255510,CN1CC(N)C1
6805,2292,0.27185251,72.81474917,C1CC2NC2C1
6806,4147,0.21398611,78.60138884,CC(OC=C)C=C
6807,4642,0.18131471,81.86852866,C=CC(=N)NN=C
6808,7597,0.22186368,77.81363153,C=C1OCOC=C1
6809,2488,0.20198071,79.80192947,CC(O)CC(F)F
6810,6062,0.26603260,73.39674011,NC(=O)C(=O)C#N
6811,3750,0.22416676,77.58332422,CC1(F)C=CC=C1
6812,6987,0.19248038,80.75196213,Cn1cc(F)cn1
6813,839,0.18134108,81.86589173,CC(=C)C(N)=O
6814,1403,0.32904053,67.09594673,CN1CC=CC1
6815,6130,0.22461626,77.53837406,CC=C(C)C(O)=O
6816,619,0.19905609,80.09439074,CNNC(C)=N
6817,2854,0.21242696,78.75730447,CC(C)CCCF
6818,1163,0.29554047,70.44595295,OCC(=C)C=C
6819,7643,0.25405156,74.59484429,N=c1nc[nH]cn1
6820,1028,0.19514043,80.48595721,CC(CO)C#C
6821,4137,0.28275519,71.72448082,FC(CC#N)C#N
6822,7332,0.24987848,75.01215220,CC(=O)NN1CC1
6823,1201,0.21642467,78.35753298,FCC(=C)C#C
6824,8239,0.20183367,79.81663326,CC1=NNCC1N
6825,7700,0.21565965,78.43403508,N=c1ccocn1
6826,3114,0.27323369,72.67663122,FC(=C)CON=C
6827,2406,0.32736620,67.26338008,CC#CC(C)(C)N
6828,4376,0.18489782,81.51021771,CCOC(=C)CN
6829,2230,0.28495892,71.50410811,C1NC2CC1C2
6830,6301,0.25771882,74.22811796,FC1(CNC1)C=O
6831,7207,0.28099048,71.90095219,CC1CC(C1)C=C
6832,4462,0.20775386,79.22461367,NCC(=N)NN=C
6833,4975,0.26900646,73.09935426,ON=CC(=O)C#C
6834,6588,0.18251857,81.74814339,C=C1COC(=O)C1
6835,2862,0.15574748,84.42525155,CC(O)CCCF
6836,1651,0.26830228,73.16977197,NC1C(N)C1N
6837,6144,0.16702331,83.29766874,NC=C(F)C(N)=O
6838,1692,0.23479741,76.52025924,CCCCC=C
6839,4864,0.22506663,77.49333741,CC=NN(C)C=O
6840,4885,0.18257577,81.74242261,OCC(=C)C=CF
6841,3116,0.18982473,81.01752677,CC(=N)NCC=O
6842,4871,0.19603332,80.39666841,CC=CC(F)C#C
6843,6749,0.18417407,81.58259317,FC1=COC(=C)C1
6844,4416,0.19213632,80.78636840,CNC(=O)CC=C
6845,8583,0.21040579,78.95942132,CC1CC(O)C1N
6846,5458,0.25156232,74.84376833,CC(C)C(C)C#N
6847,3140,0.21027319,78.97268130,CC(=C)OCC=O
6848,3286,0.23419811,76.58018896,CC(C)C=CCF
6849,450,0.50688741,49.31125939,c1cc[nH]c1
6850,1179,0.22701311,77.29868860,CN=C(N)C=O
6851,756,0.20828156,79.17184446,FCC=C(F)F
6852,3035,0.19547304,80.45269551,CCNNC(N)=N
6853,4995,0.23681183,76.31881677,CC#CC(C)C=O
6854,897,0.23682275,76.31772459,NC1CC1(F)F
6855,2813,0.38879752,61.12024794,CC(C)(C#N)C#N
6856,8306,0.20876968,79.12303240,OC1C=CC=C1F
6857,6653,0.17287762,82.71223845,CC1CC(=C)C=C1
6858,5973,0.22614928,77.38507248,CC(=O)C(=O)CO
6859,8715,0.18371543,81.62845692,NCCC1CNC1
6860,1454,0.21876700,78.12329998,CN1CCC=N1
6861,6068,0.27422195,72.57780548,FC(=C)C(=O)C#N
6862,7005,0.21833492,78.16650832,Nc1cn(O)nn1
6863,3765,0.18690283,81.30971745,CC1(C)C(O)C1F
6864,1595,0.30485141,69.51485877,Cc1ncno1
6865,2756,0.24673145,75.32685542,CC(O)(CO)C#N
6866,7839,0.19227611,80.77238930,CC1CCCC1F
6867,495,0.27402347,72.59765265,CC(C)(N)C=C
6868,7446,0.16969732,83.03026815,NC1CON=CC1
6869,4081,0.14684660,85.31534039,CN(CCN)C=N
6870,1157,0.22129589,77.87041077,COC(=O)NO
6871,8008,0.22422373,77.57762669,CC1C=CCC1F
6872,5558,0.19899795,80.10020476,CC(=C)C(N)CO
6873,4666,0.24624856,75.37514410,CCCC(=C)C#C
6874,2957,0.17082189,82.91781141,CC(C)ONC=N
6875,7015,0.22044349,77.95565130,Cn1cnc(N)n1
6876,4168,0.17890165,82.10983457,ON(CC=O)C=O
6877,6298,0.28788542,71.21145776,OC1(CNC1)C=O
6878,4517,0.22657536,77.34246379,OCC(=O)ON=C
6879,4438,0.23052419,76.94758128,CCC(=N)NC=N
6880,352,0.51926960,48.07303969,C#CCC#C
6881,5167,0.15808414,84.19158599,CCC(C)=CCO
6882,8038,0.17606786,82.39321419,CC1NN=CC1=C
6883,4702,0.24510933,75.48906723,C=C(OC=O)C#C
6884,1650,0.20504477,79.49552294,CC1C(F)C1F
6885,2275,0.62135123,37.86487712,c1ccccc1
6886,2218,0.23745749,76.25425146,FC(=C)C1CN1
6887,8330,0.19649039,80.35096092,Nc1cncn1N
6888,8517,0.21810862,78.18913809,Nc1ccoc1O
6889,2686,0.28809449,71.19055135,CC(C)(CF)CF
6890,5001,0.22280948,77.71905248,CC#CC(F)C=C
6891,1776,0.30157634,69.84236583,C=NOCC#N
6892,3124,0.18351516,81.64848427,NC(=O)NCC=C
6893,4164,0.17221354,82.77864581,ON(CC=C)C=N
6894,7727,0.15815637,84.18436323,FC1=CCCOC1
6895,5504,0.24241248,75.75875172,CC(C)N(C)C=O
6896,412,0.27444034,72.55596639,NCC1CN1
6897,4972,0.26194249,73.80575112,FC=CC(=O)C#C
6898,3044,0.20110214,79.88978625,CC(=C)OCCF
6899,1942,0.23434629,76.56537099,NCC=NN=C
6900,3722,0.20481274,79.51872562,CC1(C)CC=NO1
6901,4583,0.19603133,80.39686677,CNN=C(N)C=O
6902,6476,0.21691176,78.30882357,CC(C)C1(C)CN1
6903,1357,0.25264304,74.73569646,CC1CCNC1
6904,6638,0.21540052,78.45994803,NC1CC(N)C=C1
6905,2389,0.20746013,79.25398652,CC(C)(F)C=CF
6906,4953,0.27056105,72.94389511,NC=CC(=O)C=C
6907,1352,0.18079377,81.92062253,ON1CCC1=O
6908,650,0.28517498,71.48250188,CC(=N)NC=N
6909,7239,0.23000867,76.99913319,NC1CC(C1)C#C
6910,890,0.20000704,79.99929597,CC1(O)CC1O
6911,8066,0.20635661,79.36433941,Nn1nc[nH]c1=N
6912,5236,0.19400337,80.59966315,CCC(F)=CC=C
6913,8309,0.23185619,76.81438055,CC1C=NN=C1C
6914,8551,0.34199089,65.80091052,Cc1ncoc1F
6915,2347,0.21179953,78.82004695,COCC(C)(C)N
6916,2268,0.33137149,66.86285102,N1C=NNC=N1
6917,400,0.35088868,64.91113172,CC#CCF
6918,7099,0.19105333,80.89466740,Nc1nc(O)c[nH]1
6919,7440,0.20852793,79.14720693,FC1CNC=NC1
6920,8034,0.24696523,75.30347749,OC1CC=CC1=O
6921,3475,0.24045730,75.95426960,FC(F)C#CC=C
6922,5675,0.18084569,81.91543074,CC(=C)C(O)C=C
6923,4848,0.22692786,77.30721423,CN=CN(N)C=O
6924,1274,0.26599274,73.40072614,CC=C(F)C=C
6925,2290,0.23676844,76.32315572,C1CC2CC2O1
6926,2206,0.30629218,69.37078173,CC(C)N1CC1
6927,505,0.37786222,62.21377753,FC(F)(F)C=C
6928,6815,0.33012990,66.98700990,CC1=NN=C(C)C1
6929,2719,0.17254088,82.74591154,CCC(F)(F)CO
6930,5953,0.21356559,78.64344128,CCC(=C)C(N)=N
6931,1549,0.24662292,75.33770811,Cc1cnc[nH]1
6932,7501,0.18768006,81.23199400,C=C1CNN=CO1
6933,3222,0.20532375,79.46762537,NC(=N)CC=NO
6934,8463,0.26265102,73.73489770,CC1=C(C)C=CC1
6935,8051,0.24809818,75.19018188,ON1CC=CC1=O
6936,558,0.18953076,81.04692404,CC(F)CC=O
6937,1761,0.22712292,77.28770829,N=CNCC=O
6938,4041,0.22054189,77.94581102,OCCC(O)C#N
6939,480,0.21614286,78.38571417,CC(C)(F)CO
6940,1281,0.30935576,69.06442418,FC=C(F)C#N
6941,2066,0.20395030,79.60496953,NCCC1CN1
6942,3658,0.19603148,80.39685204,CC1(C)CC1CO
6943,5280,0.17800582,82.19941751,NCC=C(F)C=C
6944,5118,0.22804272,77.19572817,CC(OC=O)=NO
6945,5574,0.15697552,84.30244773,NC(CO)C(F)=C
6946,3374,0.18993695,81.00630472,CCC=CC(C)=O
6947,6554,0.18981422,81.01857806,CC1CC(=O)CN1
6948,4177,0.17185884,82.81411606,CN(OC=O)C=N
6949,4844,0.22992462,77.00753759,NN(C=C)C=NO
6950,5290,0.20832234,79.16776569,CNC=C(C)C#N
6951,23,0.84626495,15.37350452,CC#N
6952,3383,0.17022914,82.97708568,NC(=O)C=CCO
6953,1048,0.28449953,71.55004734,CC(C=O)C#N
6954,8457,0.22981002,77.01899803,CC1=C(C)COC1
6955,2077,0.27777870,72.22212989,CCCN1CC1
6956,5160,0.24733354,75.26664607,CC#CC(C)=CF
6957,799,0.24030472,75.96952839,CC(C)C(O)=O
6958,449,0.40711911,59.28808868,C1C=NN=C1
6959,6741,0.20442784,79.55721595,FC1=CCC(=O)C1
6960,176,0.23852177,76.14782291,CCC(N)=N
6961,5863,0.18188133,81.81186671,CN(N)C(=O)CF
6962,6938,0.19261033,80.73896714,Nc1nc(=N)[nH][nH]1
6963,71,0.32787673,67.21232707,FCC=O
6964,4534,0.17714407,82.28559276,CCC(=O)CC#C
6965,8041,0.20592612,79.40738822,CC1N=CNC1=O
6966,170,0.23258017,76.74198257,CC(=C)CN
6967,5016,0.23156072,76.84392811,CC#CC(=N)NN
6968,6089,0.26410921,73.58907881,CC=C(C)C(F)F
6969,3645,0.22151360,77.84863952,CC1(N)CNC1=O
6970,6677,0.19196657,80.80334299,Nc1ccn(O)n1
6971,999,0.17095012,82.90498845,CCC(F)C=C
6972,2684,0.25505088,74.49491189,CC(C)(CO)CO
6973,8177,0.23236867,76.76313309,Cn1cnoc1=N
6974,5209,0.17502285,82.49771497,COC=C(C)OC
6975,2305,0.31072055,68.92794454,C1C=CC2OC12
6976,993,0.19089032,80.91096826,OCC(O)C=C
6977,5257,0.20879578,79.12042184,CC(CO)=NN=C
6978,5845,0.18470525,81.52947541,COC(=O)C(F)F
6979,7387,0.21710467,78.28953287,C=C1CCCNC1
6980,8616,0.22872318,77.12768197,CC1OC(C)C1N
6981,2804,0.20228321,79.77167924,OCC(F)(F)C#C
6982,2799,0.19509850,80.49015031,CC(F)(CN)C#C
6983,8489,0.19223345,80.77665533,Cc1[nH]cnc1F
6984,7793,0.28626792,71.37320839,Oc1cccnc1
6985,8747,0.25361912,74.63808805,O=CCC1CCC1
6986,2955,0.18508134,81.49186614,CC(C)OCC=O
6987,5326,0.23353557,76.64644347,FC(=CC=O)C#N
6988,2209,0.24104058,75.89594236,NC(=N)C1CC1
6989,66,0.32117440,67.88255988,NCC=C
6990,2355,0.25427609,74.57239089,CC(C)(C)CC=O
6991,7877,0.18434386,81.56561439,CC1CCCC1=O
6992,1217,0.37124263,62.87573680,C=C(C=O)C#N
6993,1945,0.28509923,71.49007663,COC=NN=C
6994,5541,0.17485915,82.51408493,CC(CN)C(N)=N
6995,22,0.59953379,40.04662122,CC=O
6996,4408,0.20010645,79.98935543,FCC(=O)CC#N
6997,5723,0.21686366,78.31363386,CC(=N)N(N)C=C
6998,1741,0.27845629,72.15437128,CCOCC=O
6999,7552,0.20296846,79.70315375,OC1CNCC=C1
7000,5005,0.25742773,74.25722725,CC#CC(N)C#C
7001,2951,0.20775856,79.22414366,CC(C)NCC#N
7002,4887,0.20193489,79.80651113,FCC(=C)C=CF
7003,5602,0.20069515,79.93048512,CC(=C)C(F)CF
7004,6581,0.19504428,80.49557247,C=C1CCC(=O)C1
7005,2662,0.22925239,77.07476067,CC1(C)CC1(C)O
7006,2202,0.21940929,78.05907122,CC(N)C1CO1
7007,1730,0.21521110,78.47889030,OCCON=C
7008,1293,0.22967710,77.03229048,CC1(CN)CC1
7009,4154,0.18949090,81.05091027,CC(ON=C)C=O
7010,8386,0.25090003,74.90999666,Nc1ncnn1O
7011,6176,0.21055752,78.94424847,CC(C)=C(F)CO
7012,6198,0.30569357,69.43064325,CC(C#N)=C(N)N
7013,2075,0.21665836,78.33416355,CNCC1CO1
7014,2904,0.19504948,80.49505241,CNCCN(C)C
7015,709,0.23952023,76.04797749,CC=CC(C)=O
7016,8043,0.25079905,74.92009458,Cc1occc1O
7017,1728,0.24691163,75.30883724,CCCON=C
7018,8153,0.22156656,77.84334389,Cn1cc[nH]c1=N
7019,4821,0.21645784,78.35421561,CC=CN(C)C=N
7020,2497,0.18716103,81.28389668,CC(F)CN(C)C
7021,8094,0.35670369,64.32963119,Cn1onnc1=N
7022,8726,0.22841942,77.15805824,CNCC1COC1
7023,1478,0.29067678,70.93232193,N=c1nno[nH]1
7024,8653,0.20814965,79.18503504,CC1CN(C)C1=O
7025,2223,0.28438788,71.56121160,OC(=O)C1CO1
7026,4284,0.17911487,82.08851334,CNC(=N)CCF
7027,975,0.24508491,75.49150876,CCC(C)C=C
7028,2306,0.30967262,69.03273810,C1N=CN2CC12
7029,5735,0.16717131,83.28286891,CC(=C)N(O)C=N
7030,1808,0.18330418,81.66958238,CNCC=CF
7031,2644,0.17116953,82.88304694,NC1CC(F)(F)C1
7032,1779,0.28562233,71.43776737,O=CNNC=O
7033,5308,0.21493246,78.50675437,CC(C=O)=CC=C
7034,6800,0.23290129,76.70987093,Cc1n[nH]c(=O)o1
7035,6964,0.23874814,76.12518649,Cn1ccc(F)c1
7036,301,0.26614665,73.38533457,CCCC=C
7037,8301,0.22045052,77.95494781,CC1C=CC=C1C
7038,6809,0.27930784,72.06921577,Nc1noc(=O)o1
7039,1484,0.29024504,70.97549599,N=c1nn[nH]o1
7040,6679,0.23371682,76.62831768,Cn1cnc(=N)[nH]1
7041,4847,0.23989234,76.01076575,NN(C=N)C=NO
7042,7421,0.20687687,79.31231310,N=C1NCCCO1
7043,2631,0.21949028,78.05097207,CC1CC(C)(N)C1
7044,7035,0.26770270,73.22973045,CC1=CC(=N)N=C1
7045,2157,0.22025691,77.97430857,CN1CC1CN
7046,7097,0.20572607,79.42739299,Nc1c[nH]c(O)n1
7047,5277,0.22304370,77.69563044,CC(C=O)=CCF
7048,7425,0.16355335,83.64466459,N=C1NOCCO1
7049,3108,0.19823452,80.17654769,FC(=C)COC=O
7050,3115,0.19946835,80.05316490,CC(=N)NCC=C
7051,4464,0.25929988,74.07001199,FCC(=N)NN=C
7052,697,0.21079077,78.92092269,CN=CN(C)C
7053,4933,0.20120440,79.87956042,NNC(=O)C=NN
7054,4904,0.22939987,77.06001313,CCC(=O)C=NO
7055,5794,0.16839713,83.16028718,OCC(=C)C(F)F
7056,6355,0.18335410,81.66459022,COCC1(O)CC1
7057,1958,0.35383232,64.61676764,CON=CC#C
7058,7734,0.16574722,83.42527847,CC1=NCCNN1
7059,7699,0.34224643,65.77535716,O=c1cnonc1
7060,6151,0.20921794,79.07820559,CC(=C)C(C)=NN
7061,2800,0.18784951,81.21504910,CC(F)(CO)C#C
7062,4273,0.16182174,83.81782552,CNCC(=O)CF
7063,4782,0.20918007,79.08199262,CNN(C)C=NN
7064,4608,0.25513732,74.48626753,C=C(CC#N)C#N
