N_ele,N_states,sum_f_k
54,2020,42.5441
52,1843,40.3449
54,2320,42.4568
54,2120,42.4626
52,1938,40.2693
54,2220,42.759
54,2020,42.811
54,1820,42.7712
54,2120,42.6844
54,1920,42.7135
54,2020,42.6338
54,2520,42.4388
54,2320,42.4188
52,2128,40.2488
54,2120,42.4293
52,1938,40.2317
50,1764,38.0428
54,2320,42.5653
54,2220,42.4978
54,2120,42.4843
52,1938,40.246
54,2020,42.532
52,1843,40.3209
54,2420,42.5015
54,2220,42.4868
52,2033,40.331
54,2020,42.5025
52,1843,40.2981
50,1674,38.1093
54,2220,42.59
54,2120,42.6253
54,2020,42.5147
52,1843,40.2743
54,1920,42.6176
52,1748,40.3283
52,2318,40.2423
52,2128,40.2531
50,1944,38.059
52,2128,40.3683
52,2033,40.4346
52,2128,40.2992
52,2128,40.4788
52,1938,40.4852
52,2033,40.4072
52,2223,40.3419
52,2033,40.3321
50,1854,38.1676
52,2033,40.3721
52,1938,40.4504
52,2128,40.3992
52,1938,40.3959
50,1764,38.241
52,1938,40.4137
52,1843,40.4707
50,2034,38.1797
50,1944,38.2606
50,1854,38.371
56,2940,44.4571
56,2625,44.654
56,2835,44.5406
56,2520,44.7378
56,2730,44.5517
56,2415,44.755
56,2625,44.6861
56,2310,44.9189
56,2730,44.4724
56,2625,44.4605
56,2520,44.5331
56,2520,44.5935
56,2415,44.533
56,2415,44.7034
56,2310,44.6833
56,2835,44.6455
56,2520,44.8422
56,2625,44.6644
56,2520,44.6486
56,2730,44.7402
56,2415,44.9376
56,2520,44.76
56,2415,44.7462
56,2835,44.6238
56,2520,44.8088
56,2625,44.6255
56,2520,44.6134
56,2730,44.704
56,2415,44.9117
56,2520,44.7461
56,2415,44.7256
56,2730,44.685
56,2625,44.6899
56,2520,44.6792
56,2625,44.7346
56,2415,44.7555
56,2520,44.8084
56,2415,44.7728
56,2310,44.7809
56,2415,44.9052
56,2310,44.9245
56,2205,44.904
56,2730,44.549
56,2625,44.6264
56,2520,44.6308
56,2415,44.7769
56,2625,44.7805
56,2520,44.7812
56,2415,44.7715
56,2520,44.8766
56,2415,44.8734
56,2310,44.8494
56,2730,44.7343
56,2415,44.9306
56,2625,44.8289
56,2310,45.0265
56,2520,44.8479
56,2205,45.008
56,2415,44.9648
56,2100,45.1561
56,2520,44.7438
56,2415,44.7256
56,2310,44.8463
56,2310,44.8823
56,2205,44.855
56,2205,44.9878
56,2100,44.9606
56,2520,45.0562
56,2205,45.2639
56,2310,45.0723
56,2205,45.0485
56,2625,44.6457
56,2520,44.722
56,2415,44.7517
56,2310,44.8639
56,2415,44.9475
54,2620,42.2976
54,2320,42.4829
54,2420,42.3098
52,2223,40.1215
54,2120,42.5023
52,1938,40.3121
54,2420,42.3134
54,2320,42.3008
54,2120,42.3099
52,1938,40.1227
54,2420,42.4579
54,2120,42.6408
54,2320,42.4998
54,2020,42.6758
54,2220,42.502
54,2120,42.4696
54,2120,42.5098
54,2020,42.4758
54,2420,42.3838
54,2120,42.5657
54,2220,42.3966
54,2120,42.3719
54,2420,42.5437
54,2120,42.722
54,2220,42.5515
54,1920,42.7176
54,2220,42.5461
54,2120,42.5325
54,2020,42.5498
54,1920,42.524
54,2320,42.4645
54,2020,42.642
54,2120,42.4597
54,2020,42.4454
54,2420,42.5025
54,2320,42.489
54,2220,42.487
54,2220,42.4842
52,2033,40.2955
54,2020,42.4858
52,1843,40.257
54,2420,42.3748
54,2220,42.3571
52,2033,40.1721
54,2220,42.5724
54,2120,42.5693
54,2020,42.549
54,2120,42.6021
54,2020,42.5759
54,1920,42.5817
54,2020,42.6429
54,1920,42.6433
54,1820,42.6149
54,2420,42.556
54,2120,42.7405
54,2220,42.5383
52,2033,40.3233
54,1920,42.7268
52,1748,40.5131
54,2220,42.5658
54,2120,42.5516
54,1920,42.5477
52,1748,40.3065
54,2320,42.4565
54,2120,42.4456
52,1938,40.2333
54,2020,42.6702
54,1920,42.636
54,1920,42.6549
54,1820,42.6336
52,2318,40.2478
52,2033,40.4382
52,2128,40.2732
52,2033,40.2431
52,2128,40.3882
52,2033,40.4192
52,1938,40.3882
52,2128,40.2995
52,2128,40.4564
52,1843,40.6514
52,1938,40.459
52,1843,40.4433
52,2033,40.3657
54,2620,42.5273
54,2520,42.6047
54,2420,42.6273
54,2320,42.7585
54,2520,42.7143
54,2420,42.8034
54,2520,42.6459
54,2420,42.7121
52,2318,40.3642
52,2128,40.3697
50,1944,38.1888
52,2128,40.4992
52,2033,40.5253
52,2128,40.4127
52,2128,40.5565
52,1938,40.5611
52,2033,40.4645
50,2034,38.3086
54,2620,42.2993
54,2320,42.4906
54,2020,42.6732
54,2420,42.3162
54,2320,42.302
54,2120,42.5019
54,2020,42.488
54,2220,42.3182
54,2120,42.3088
54,2020,42.2906
54,2420,42.5061
54,2320,42.5075
54,2220,42.4981
54,2120,42.7158
54,2020,42.7088
54,1920,42.6983
54,2320,42.5359
54,2220,42.5763
54,2120,42.5774
54,2120,42.578
54,2020,42.5755
54,1920,42.5034
54,2320,42.4195
54,2220,42.4652
54,2120,42.4528
54,2420,42.4996
54,2120,42.7007
54,1820,42.8966
54,2220,42.555
54,2120,42.5428
54,1920,42.7594
54,1820,42.7422
54,2020,42.6029
54,1920,42.5886
54,1820,42.5626
54,2120,42.4997
54,2020,42.4745
52,2318,40.3551
52,2033,40.5367
52,2128,40.3673
52,2033,40.3576
50,2034,38.3786
56,2940,44.465
56,2835,44.5336
56,2730,44.5601
56,2625,44.6839
56,2835,44.5484
56,2730,44.618
56,2625,44.6456
56,2520,44.7717
56,2730,44.5693
56,2625,44.6393
56,2520,44.6496
56,2415,44.7694
56,2625,44.7125
56,2520,44.7832
56,2415,44.7735
56,2310,44.9134
56,2730,44.7412
56,2625,44.822
56,2520,44.8382
56,2415,44.9926
56,2835,44.6437
56,2730,44.7117
56,2625,44.74
56,2520,44.8573
56,2625,44.9162
56,2730,44.7219
56,2625,44.7921
56,2520,44.8198
56,2415,44.942
56,2520,44.9977
56,2730,44.5719
56,2625,44.652
56,2520,44.6773
56,2415,44.8173
56,2625,44.6676
56,2520,44.7494
56,2415,44.7636
56,2310,44.9107
56,2625,44.7355
56,2520,44.8356
56,2520,44.8441
56,2415,44.9132
56,2730,44.6476
56,2625,44.7285
56,2520,44.8018
56,2520,44.8357
56,2415,44.9028
56,2310,44.9979
56,2730,44.7341
56,2625,44.8061
56,2520,44.8354
56,2415,44.9517
56,2520,45.0264
56,2520,44.843
56,2415,44.9281
56,2730,44.5715
56,2625,44.6214
56,2520,44.6355
56,2415,44.7882
56,2520,44.8571
56,2625,44.6801
56,2520,44.7363
56,2415,44.7534
56,2310,44.8826
56,2415,44.9375
54,2620,42.2749
54,2420,42.2827
52,2223,40.051
54,2520,42.3574
54,2420,42.36
54,2220,42.3681
52,2033,40.1299
54,2320,42.5239
54,2120,42.5276
52,1938,40.2899
54,2520,42.4507
54,2320,42.4516
52,2128,40.219
54,2420,42.5293
54,2220,42.533
52,2033,40.2985
54,2420,42.2148
54,2320,42.3155
54,2220,42.3154
54,2120,42.4724
54,2320,42.4016
54,2220,42.4796
54,2320,42.4368
52,2128,40.2038
54,2320,42.4787
54,2220,42.4782
54,2320,42.3818
54,2220,42.5881
54,2120,42.5868
54,2220,42.491
54,2120,42.6677
54,2020,42.6625
54,2120,42.5669
54,2420,42.5348
54,2220,42.5473
52,2033,40.3029
54,2220,42.4821
54,2420,42.3609
54,2220,42.3685
52,2033,40.1372
54,2320,42.4543
54,2120,42.4479
52,1938,40.2111
52,2318,40.1669
52,2223,40.2462
52,2128,40.2489
52,2033,40.4079
52,2223,40.3361
52,2128,40.4177
52,2128,40.4046
52,2128,40.2544
52,2033,40.3441
54,2620,42.2767
54,2520,42.3441
54,2420,42.3407
54,2320,42.4967
54,2420,42.2669
52,2223,40.0988
54,2220,42.3303
52,2033,40.1557
54,2120,42.5272
52,1938,40.3093
54,2420,42.5589
54,2220,42.5405
52,2033,40.3679
54,2420,42.3801
54,2220,42.3921
52,2033,40.1972
54,2320,42.4752
54,2120,42.4846
52,1938,40.2895
54,2420,42.4614
54,2320,42.5302
54,2220,42.5199
54,2120,42.6689
54,2320,42.4583
54,2220,42.5032
54,2120,42.5051
54,2020,42.6655
54,2220,42.7518
54,2120,42.7395
54,2420,42.465
54,2320,42.5745
54,2220,42.6554
54,2420,42.4692
54,2320,42.5312
54,2220,42.513
54,2120,42.6791
54,2220,42.4759
54,2120,42.5399
54,2020,42.5257
54,1920,42.6732
54,2220,42.7475
54,2020,42.7447
54,2220,42.6112
54,2020,42.6114
54,2120,42.687
54,1920,42.6781
54,2120,42.5682
54,2020,42.6424
54,2320,42.3904
54,2220,42.4489
54,2120,42.4645
54,2020,42.597
54,2220,42.3899
54,2120,42.4511
54,2020,42.4381
54,1920,42.5948
54,2120,42.6677
54,2020,42.6602
54,2120,42.4511
54,2020,42.5102
54,1920,42.5273
54,1820,42.6521
54,1920,42.7096
52,2318,40.0883
52,2128,40.0951
50,1944,37.8609
52,2128,40.1031
50,1944,37.911
52,1938,40.1088
50,1764,37.9116
50,1764,37.8801
48,1598,35.6822
52,2128,40.041
52,1938,40.0208
50,1764,37.8609
52,2128,40.2466
52,1938,40.19
50,1764,37.9753
52,2033,40.2451
52,1843,40.2357
50,1674,38.0213
52,1938,40.1646
50,1764,37.9386
52,2033,40.269
52,1938,40.272
52,1938,40.218
52,1843,40.2778
52,1748,40.3121
52,2033,40.1732
52,1938,40.2256
52,1843,40.228
52,1938,40.1307
52,2128,40.252
52,1938,40.2584
50,1764,38.0234
52,1938,40.2514
52,1748,40.2542
50,1584,38.0218
52,1938,40.2434
52,1748,40.2414
52,1843,40.196
52,2033,40.1682
52,1843,40.1141
50,1674,37.8923
52,1938,40.171
52,1748,40.1593
50,1584,37.9352
52,1843,40.2301
52,1653,40.2138
50,1494,37.9836
50,2034,37.9773
50,1854,37.9654
48,1683,35.8014
50,1854,38.0826
50,1764,38.1344
50,1854,38.1342
50,1674,38.1431
50,1764,38.0121
50,1674,38.0675
50,1584,38.1213
52,2318,40.2271
52,2223,40.2937
52,2128,40.284
52,2033,40.4405
52,2128,40.4971
52,2128,40.3233
52,2033,40.4253
50,2034,38.0366
50,1854,38.0434
48,1683,35.8136
50,1854,37.9916
48,1768,35.926
54,2620,42.3232
54,2520,42.3864
54,2420,42.4112
54,2320,42.5325
54,2320,42.4935
54,2220,42.5598
54,2120,42.5402
54,2020,42.7018
54,2420,42.5836
54,2120,42.7632
54,2420,42.3213
54,2220,42.4161
54,2120,42.5374
54,2320,42.3124
54,2220,42.3771
54,2120,42.3676
54,2020,42.5144
54,2320,42.498
54,2220,42.4406
54,2220,42.595
54,2120,42.5765
54,2420,42.4031
54,2320,42.4929
54,2120,42.5857
54,2320,42.4951
54,2220,42.5895
54,2020,42.666
54,2220,42.409
54,2120,42.3876
54,2120,42.4968
54,2020,42.4644
54,2420,42.2731
54,2320,42.3324
54,2220,42.3611
54,2120,42.4804
54,2220,42.5248
52,2318,40.1083
52,2128,40.1185
50,1944,37.9011
52,2033,40.2794
52,1843,40.2742
50,1674,38.0621
52,2128,40.1179
52,2033,40.1007
52,1843,40.0957
50,1674,37.8669
52,2128,40.0604
52,2033,40.1483
52,1843,40.226
52,1938,40.0567
52,1843,40.0294
52,2128,40.0529
52,1938,40.0466
50,1764,37.8149
50,2034,38.0118
50,1764,38.1783
50,1854,38.0053
50,1764,37.9905
50,1854,37.9448
52,2318,40.2964
52,2223,40.3544
52,2128,40.3844
52,2033,40.5165
52,2128,40.5026
52,2128,40.3884
52,2033,40.4746
50,2034,38.0952
50,1854,38.0964
48,1683,35.8923
50,1854,38.0436
48,1768,36.0026
54,2620,42.568
54,2520,42.6163
54,2420,42.6397
54,2320,42.7528
54,2520,42.6493
54,2420,42.6937
54,2320,42.7213
54,2220,42.8276
54,2420,42.6588
54,2320,42.7004
54,2220,42.7237
54,2120,42.8299
54,2320,42.7879
54,2220,42.829
54,2120,42.8093
54,2020,42.964
54,2520,42.7142
54,2420,42.7473
54,2320,42.7787
54,2220,42.8916
54,2420,42.7738
54,2320,42.8175
54,2220,42.8464
54,2120,42.9594
52,2318,40.2971
52,2128,40.3078
50,1944,38.123
52,2223,40.3801
52,2128,40.3804
52,1938,40.3929
50,1764,38.2035
52,2033,40.5113
52,1843,40.5185
50,1674,38.3348
52,2223,40.4396
52,2033,40.4497
50,1854,38.2632
52,2128,40.5109
52,1938,40.5174
50,1764,38.3193
50,2034,38.2063
50,1944,38.2892
50,1854,38.2914
50,1764,38.4246
50,1944,38.3487
50,1854,38.4172
52,2318,40.3655
52,2223,40.412
52,2128,40.3878
52,2033,40.5485
52,2128,40.3536
50,1944,38.1664
52,1938,40.3794
50,1764,38.1945
52,1843,40.5366
50,1674,38.3513
50,2034,38.0981
50,1854,38.1107
48,1683,35.9272
50,1854,38.0841
48,1683,35.9044
50,1674,38.0939
48,1513,35.9133
48,1513,35.9081
46,1360,33.7316
48,1768,36.0082
48,1598,35.9992
46,1440,33.8203
50,2034,38.2849
50,1944,38.3345
50,1854,38.3149
50,1764,38.4754
48,1768,36.0256
48,1598,36.0369
46,1440,33.8531
46,1520,33.9397
52,2318,40.3227
52,2223,40.3644
52,2128,40.3923
52,2033,40.508
52,2033,40.4931
52,1938,40.5322
52,1843,40.5126
52,1748,40.6685
52,2128,40.3418
52,1938,40.4109
52,1843,40.5262
52,2033,40.317
52,1938,40.3556
52,1843,40.3366
52,1748,40.4936
50,2034,38.0604
50,1854,38.0702
48,1683,35.876
50,1764,38.2238
50,1584,38.2262
48,1428,36.0346
50,1854,38.0819
50,1764,38.0521
50,1584,38.0446
48,1428,35.8537
48,1768,35.9683
48,1513,36.1347
48,1598,35.9837
48,1513,35.955
50,2034,38.3254
50,1944,38.3708
50,1854,38.3965
50,1764,38.5093
48,1768,36.0641
48,1598,36.074
46,1440,33.9024
46,1520,33.9838
56,2940,44.2133
56,2835,44.2677
56,2730,44.3241
56,2625,44.4789
56,2835,44.2929
56,2730,44.3769
56,2625,44.3633
56,2520,44.5371
56,2730,44.2961
56,2625,44.39
56,2520,44.3845
56,2415,44.5526
56,2625,44.4541
56,2520,44.5457
56,2415,44.5407
56,2310,44.7034
56,2835,44.396
56,2730,44.4836
56,2625,44.4951
56,2520,44.641
56,2730,44.4933
56,2625,44.5752
56,2520,44.5797
56,2415,44.7327
56,2835,44.3238
56,2730,44.4842
56,2625,44.5147
56,2520,44.6568
56,2730,44.5063
56,2625,44.6016
56,2730,44.475
56,2625,44.5334
56,2520,44.5789
56,2415,44.7283
56,2625,44.6631
56,2520,44.7356
56,2835,44.4243
56,2730,44.3987
56,2625,44.4514
56,2520,44.6095
56,2730,44.5162
56,2625,44.5832
56,2520,44.4909
56,2415,44.6601
56,2625,44.5053
56,2520,44.5846
56,2415,44.5863
56,2310,44.6747
56,2520,44.6602
56,2415,44.7272
56,2310,44.7258
56,2205,44.8817
56,2730,44.4815
56,2625,44.5463
56,2520,44.5931
56,2415,44.739
56,2625,44.5632
56,2520,44.6341
56,2415,44.6527
56,2310,44.7981
56,2520,44.5583
56,2415,44.6338
56,2310,44.6475
56,2205,44.7784
56,2415,44.6906
56,2310,44.7611
56,2205,44.7733
56,2100,44.9245
56,2835,44.431
56,2730,44.492
56,2625,44.536
56,2520,44.6856
56,2835,44.3885
54,2620,42.0602
54,2420,42.0621
52,2223,39.8863
54,2520,42.1338
54,2420,42.1484
54,2220,42.1355
52,2033,39.9703
54,2320,42.2938
54,2120,42.2808
52,1938,40.1107
54,2520,42.2517
54,2320,42.2418
52,2128,40.0775
54,2420,42.3004
54,2220,42.2893
52,2033,40.1075
54,2520,42.2013
54,2320,42.2113
52,2128,40.0106
54,2420,42.2692
54,2320,42.2738
54,2120,42.2794
52,1938,40.0878
54,2220,42.422
54,2020,42.4106
52,1843,40.2216
54,2420,42.3231
54,2220,42.3249
52,2033,40.1401
54,2320,42.3822
54,2220,42.377
54,2020,42.3979
52,1843,40.1948
54,2120,42.5259
54,1920,42.5282
52,1748,40.328
54,2520,42.3135
54,2320,42.3061
52,2128,40.1196
54,2420,42.3048
54,2320,42.3467
54,2420,42.2487
52,2318,40.0062
52,2223,40.0812
52,2128,40.0952
52,2033,40.2409
52,2223,40.2013
52,2128,40.2326
52,2223,40.1333
52,2128,40.2018
52,2033,40.2114
52,1938,40.3518
52,2128,40.2717
52,2033,40.3379
52,1938,40.3266
52,1843,40.4685
52,2223,40.2366
54,2420,42.1764
54,2220,42.2623
54,2120,42.4076
54,2320,42.3446
54,2220,42.4042
54,2320,42.2949
54,2220,42.3811
54,2120,42.3882
54,2020,42.5269
54,2220,42.4921
54,2120,42.5405
54,2220,42.3253
54,2120,42.4089
54,2020,42.4136
54,1920,42.5499
54,2120,42.5229
54,2020,42.5728
54,2320,42.2644
54,2120,42.345
54,2020,42.4922
54,2220,42.3552
54,2020,42.4435
54,1920,42.5825
54,2320,42.3672
54,2220,42.4255
54,2120,42.4903
52,2128,39.9898
52,1938,39.9734
50,1764,37.8177
52,2033,40.1222
52,1843,40.099
50,1674,37.9317
52,1938,40.1432
52,1748,40.1089
50,1584,37.9513
52,2033,40.1065
52,1843,40.0885
50,1674,37.8794
52,1938,40.1701
52,1748,40.1623
50,1584,37.9806
52,2033,40.1933
52,1938,40.1372
52,1843,40.1894
52,1938,40.1426
50,1854,37.9359
50,1764,38.0574
50,1674,38.082
50,1764,38.0072
50,1674,38.1196
56,2940,44.2839
56,2835,44.376
56,2730,44.404
56,2625,44.5341
56,2730,44.4533
56,2625,44.4776
56,2520,44.6207
56,2520,44.4748
56,2415,44.6078
56,2310,44.7669
56,2835,44.4257
56,2730,44.5402
56,2625,44.5696
56,2520,44.668
56,2730,44.529
56,2625,44.6096
56,2520,44.638
56,2415,44.7692
56,2730,44.5709
56,2625,44.6679
56,2520,44.7746
56,2835,44.376
56,2730,44.4508
56,2625,44.4732
56,2520,44.6179
56,2625,44.5012
56,2520,44.526
56,2415,44.6639
56,2415,44.5409
56,2310,44.6891
56,2205,44.8516
56,2730,44.4665
56,2625,44.5377
56,2520,44.5634
56,2415,44.6877
56,2520,44.6059
56,2415,44.6329
56,2310,44.7575
56,2310,44.6328
56,2205,44.7502
56,2100,44.8993
56,2835,44.4311
56,2730,44.5035
56,2625,44.5326
56,2520,44.66
54,2620,42.1385
54,2420,42.1201
52,2223,39.9342
54,2520,42.2166
54,2420,42.2111
54,2220,42.2392
52,2033,40.0085
54,2320,42.3696
54,2120,42.4211
52,1938,40.1678
54,2520,42.3075
54,2320,42.3201
52,2128,40.1083
54,2420,42.3738
54,2220,42.4254
52,2033,40.1702
54,2520,42.2159
54,2320,42.1946
52,2128,39.9974
54,2420,42.2624
54,2320,42.2826
54,2120,42.2684
52,1938,40.0684
54,2220,42.4467
54,2020,42.4695
52,1843,40.2263
54,2420,42.299
54,2220,42.2758
52,2033,40.078
54,2320,42.3713
54,2220,42.3641
54,2020,42.3363
52,1843,40.1435
54,2120,42.5204
54,1920,42.4855
52,1748,40.2894
54,2420,42.3466
54,2320,42.3298
54,2320,42.4082
54,2220,42.4006
54,2220,42.365
54,2120,42.4112
54,2120,42.5731
54,2020,42.5582
54,2420,42.2463
54,2320,42.2518
54,2220,42.291
54,2120,42.452
54,2520,42.2665
54,2320,42.2498
52,2128,40.0347
52,2318,40.0525
52,2223,40.1336
52,2128,40.1299
52,2033,40.2915
52,2223,40.2282
52,2128,40.292
52,2223,40.1288
52,2128,40.199
52,2033,40.2013
52,1938,40.3623
52,2128,40.2227
52,2033,40.2888
52,1938,40.2882
52,1843,40.4376
52,2223,40.165
52,2318,39.9494
52,2128,40.0086
50,1944,37.7569
52,1938,40.0639
50,1764,37.8037
48,1598,35.5836
52,2223,40.05
52,2033,40.0232
50,1854,37.826
52,1843,40.0798
50,1674,37.8416
48,1513,35.6325
52,2128,40.1066
52,1938,40.0822
50,1764,37.8881
52,1748,40.0986
50,1584,37.8653
48,1428,35.6875
52,2128,40.0898
52,2033,40.1768
52,1938,40.1009
50,1764,37.8266
52,1843,40.1507
50,1674,37.8945
52,2128,40.0029
52,1938,39.992
50,1764,37.7917
50,2034,37.88
50,1854,37.876
48,1683,35.712
50,1944,37.9655
50,1764,37.9761
48,1598,35.769
50,1854,38.0303
50,1674,38.016
48,1513,35.8347
50,1854,37.9733
50,1764,38.0443
50,1854,37.9221
48,1768,35.8295
48,1683,35.9013
48,1598,35.9756
56,2940,44.2458
56,2835,44.3279
56,2730,44.3528
56,2625,44.5273
56,2835,44.4357
56,2730,44.5434
56,2835,44.4157
56,2730,44.4994
56,2625,44.5337
56,2520,44.6841
56,2730,44.6094
56,2625,44.7048
56,2730,44.496
56,2625,44.5785
56,2520,44.6015
56,2415,44.7776
56,2625,44.6829
56,2520,44.7944
56,2835,44.409
56,2730,44.5013
56,2625,44.4902
56,2520,44.6421
56,2730,44.5347
56,2625,44.6204
56,2520,44.5948
56,2415,44.7406
56,2520,44.8241
56,2520,44.7392
56,2415,44.8226
56,2310,44.7961
56,2205,44.9397
56,2310,45.0327
56,2520,44.7223
56,2415,44.8016
56,2310,44.788
56,2205,44.9361
56,2835,44.501
54,2620,42.1195
54,2420,42.0846
52,2223,39.9474
54,2520,42.2478
54,2320,42.2194
52,2128,40.0858
54,2420,42.3507
54,2220,42.3059
52,2033,40.1895
54,2520,42.263
54,2320,42.2747
52,2128,40.0548
54,2420,42.3522
54,2220,42.357
52,2033,40.144
54,2220,42.5611
54,2020,42.567
52,1843,40.3516
54,2220,42.5559
54,2020,42.5416
52,1843,40.3504
54,2420,42.2451
54,2320,42.3346
54,2420,42.2285
54,2320,42.3713
54,2220,42.3711
54,2220,42.4515
54,2120,42.5126
52,2318,40.0747
52,2223,40.2157
52,2128,40.3078
52,2223,40.2134
52,2128,40.2892
52,1938,40.5002
52,1938,40.5106
54,2620,42.0756
54,2320,42.2823
54,2420,42.1213
54,2320,42.086
54,2520,42.2229
54,2220,42.4325
54,2320,42.2648
54,2220,42.2291
54,2420,42.3069
54,2120,42.5081
54,2220,42.3529
54,2120,42.3145
54,2420,42.3368
54,2320,42.3389
54,2220,42.3106
54,2320,42.4182
54,2220,42.4048
54,2120,42.3749
54,2220,42.493
54,2120,42.4996
54,2020,42.4556
54,2420,42.3327
54,2120,42.547
54,2220,42.4393
54,2120,42.4014
54,2220,42.5282
54,1920,42.7301
54,2020,42.6231
54,1920,42.5763
54,2320,42.5712
54,2220,42.5049
54,2120,42.5258
54,2220,42.6762
54,2120,42.6101
54,2020,42.6312
54,2020,42.7538
54,1920,42.7304
54,1820,42.7202
54,2020,42.6887
54,1920,42.6556
54,2620,42.023
54,2520,42.1097
54,2420,42.136
54,2320,42.2924
54,2520,42.2089
54,2420,42.292
54,2420,42.1384
54,2320,42.2288
54,2220,42.2339
54,2120,42.3843
54,2420,42.2416
54,2320,42.3299
54,2220,42.3406
54,2120,42.4839
54,2420,42.266
54,2320,42.3501
54,2220,42.3323
54,2120,42.4736
54,2220,42.573
54,2320,42.2412
54,2220,42.3239
54,2120,42.3046
54,2020,42.4419
54,2120,42.538
54,2220,42.4454
54,2120,42.5258
54,2020,42.5076
54,1920,42.6486
54,2120,42.4309
54,2020,42.5051
54,1920,42.4876
54,1820,42.6301
54,2520,42.2115
52,2318,39.8627
52,2128,39.8587
50,1944,37.7087
52,2128,39.9963
52,1938,39.9712
50,1764,37.7999
52,2128,40.0872
52,1938,40.0731
50,1764,37.867
52,2128,40.0972
52,1938,40.0839
50,1764,37.881
52,2033,40.0658
52,1843,40.0555
50,1674,37.8529
52,1938,40.2634
52,1748,40.2607
50,1584,38.0225
52,1843,40.261
52,1653,40.2308
50,1494,38.0131
52,2128,40.0231
52,2033,40.113
52,2128,40.013
50,2034,37.8344
50,1854,37.9152
50,1854,38.008
50,1854,38.0206
50,1764,37.9973
50,1674,38.1842
50,1584,38.1792
52,2318,39.8953
52,2033,40.1023
52,2128,39.9461
52,2033,39.898
52,2128,40.172
52,2033,40.1416
52,1938,40.106
52,2033,40.087
52,1938,40.0999
52,1843,40.0619
52,2128,40.0739
52,1843,40.2305
52,2033,40.133
52,1938,40.134
52,1843,40.1039
52,2128,40.0958
52,1843,40.3046
52,1938,40.1896
52,1843,40.1497
52,1843,40.138
52,1748,40.097
52,2033,40.347
52,1938,40.2642
52,1843,40.3131
52,1938,40.3211
52,1843,40.233
52,1748,40.2731
52,1843,40.2156
52,1748,40.1169
52,1653,40.1588
52,1938,40.3877
52,1843,40.3546
52,1748,40.3191
52,1843,40.3617
52,1748,40.3278
52,1653,40.2741
52,1843,40.3253
52,1748,40.3379
52,1653,40.2928
52,1748,40.201
52,1653,40.2105
52,1558,40.1587
52,1748,40.4025
52,1653,40.3598
52,1653,40.3611
52,1558,40.31
52,1558,40.2593
52,1463,40.1994
54,2620,42.0308
54,2520,42.1183
54,2420,42.1455
54,2320,42.3089
54,2520,42.1666
54,2420,42.3232
54,2420,42.1508
54,2320,42.2317
54,2220,42.2506
54,2120,42.4048
54,2320,42.3067
54,2220,42.4277
54,2420,42.2438
54,2320,42.3462
54,2220,42.3533
54,2120,42.5065
54,2320,42.3755
54,2220,42.5054
54,2320,42.2341
54,2220,42.3269
54,2120,42.343
54,2020,42.484
54,2220,42.3549
54,2120,42.483
54,2520,42.146
54,2420,42.2373
54,2320,42.2593
54,2220,42.4223
54,2420,42.2557
54,2320,42.3417
54,2220,42.3551
54,2120,42.5107
54,2220,42.5476
54,2420,42.3193
54,2320,42.3826
54,2220,42.4854
54,2420,42.1946
52,2318,39.8617
52,2128,39.8736
50,1944,37.6877
52,2128,39.9955
52,1938,39.9577
50,1764,37.7884
52,2128,40.0716
52,1938,40.0597
50,1764,37.881
52,2033,40.0818
52,1843,40.0614
50,1674,37.8941
52,2223,39.9787
52,2033,39.9988
50,1854,37.8105
52,2128,40.0926
52,1938,40.087
50,1764,37.8824
52,2128,40.0659
52,2033,40.1334
52,2128,40.1713
52,2033,40.103
52,1938,40.1757
52,2033,40.1157
52,2033,40.0126
52,1938,40.0591
52,2033,40.0884
52,1938,40.1488
52,1938,40.1927
52,1843,40.2451
50,2034,37.833
50,1854,37.9457
50,1854,38.0364
50,1764,38.0297
50,1944,37.9372
50,1854,38.0261
52,2318,39.9386
52,2033,40.1225
52,2128,40.0187
52,2033,39.968
52,2033,40.1209
52,1938,40.0766
52,2128,39.9932
52,2033,40.082
52,1843,40.1753
52,1938,40.0585
52,1843,40.0064
52,2128,40.0828
52,1843,40.2703
52,1938,40.1726
52,1843,40.1261
52,2033,40.0476
52,1938,40.1391
52,1748,40.2251
52,1843,40.1176
52,1748,40.062
52,2128,40.189
52,2033,40.1865
52,1938,40.158
52,2033,40.1516
52,1938,40.1395
52,1843,40.1041
52,1938,40.1046
52,1843,40.0942
52,1748,40.0487
52,1938,40.1818
52,1843,40.1728
52,1748,40.1225
52,1843,40.128
52,1748,40.1185
52,1653,40.0569
52,1843,40.2257
52,1748,40.1961
52,1653,40.1692
52,1843,40.3572
52,1748,40.3314
52,1653,40.2951
52,1748,40.2367
52,1653,40.2357
52,1558,40.1816
52,2128,40.1403
52,1843,40.3254
52,1938,40.2547
52,1843,40.2061
52,1843,40.2727
52,1748,40.2248
52,1748,40.2088
52,1653,40.1568
52,1748,40.2545
52,1653,40.2313
52,1558,40.1724
52,2318,39.8556
52,2223,39.9314
52,2128,39.949
52,2033,40.1013
52,2223,40.011
52,2128,40.1449
52,2128,39.8523
52,2033,39.9265
52,1938,39.9371
52,1843,40.084
52,2033,40.001
52,1938,40.135
52,2223,40.0068
52,2128,40.0815
52,2033,40.1723
52,2128,40.0145
52,2033,40.0779
52,1938,40.1646
52,2033,40.001
52,1938,40.0605
52,1843,40.1406
