N_ele,N_states,sum_f_k
54,1920,42.6084
54,2120,42.7294
54,2020,42.7225
54,2420,42.3919
54,2220,42.4197
54,2220,42.434
54,2120,42.5424
54,2020,42.4948
54,2120,42.6314
54,2420,42.5499
54,2220,42.5558
54,2220,42.5267
54,2020,42.5266
54,2220,42.6179
54,2020,42.5948
54,2120,42.6918
54,1920,42.6679
54,2020,42.6062
54,1820,42.6005
54,2120,42.7565
54,1920,42.7557
54,2320,42.4716
54,2120,42.4815
54,2120,42.5526
54,2020,42.6205
54,1920,42.525
54,2020,42.6778
54,2420,42.4439
54,2220,42.4283
52,2033,40.2345
54,2320,42.5533
54,2120,42.5575
52,1938,40.3155
54,2320,42.5508
54,2120,42.5233
52,1938,40.342
54,2220,42.6528
54,2020,42.6498
52,1843,40.4368
54,2220,42.4877
54,2120,42.5367
54,2120,42.5299
54,2020,42.6095
54,2120,42.6541
54,2020,42.6632
54,2020,42.6872
54,1920,42.7384
54,2020,42.5356
54,1920,42.5913
54,1920,42.7248
54,1820,42.7893
54,2420,42.5549
54,2220,42.5383
52,2033,40.3282
54,2220,42.5716
54,2020,42.5446
52,1843,40.3465
54,2220,42.6393
54,2020,42.6394
52,1843,40.4025
54,2120,42.704
54,1920,42.7062
52,1748,40.4925
54,2020,42.6031
54,1920,42.6601
54,2020,42.7588
54,1920,42.7289
54,1920,42.8046
54,1820,42.779
52,2318,40.2341
52,2128,40.2584
52,2128,40.3519
52,2033,40.4071
52,1938,40.3388
52,2033,40.512
52,2128,40.3329
52,2033,40.4532
52,2033,40.4535
52,1938,40.5666
52,2128,40.4609
52,1938,40.4836
52,1938,40.5345
52,1843,40.5981
56,2940,44.4319
56,2625,44.6263
56,2835,44.5116
56,2520,44.7074
56,2730,44.541
56,2415,44.7231
56,2625,44.717
56,2310,44.9075
56,2310,44.9106
56,1995,45.1449
56,2730,44.4469
56,2625,44.4307
56,2520,44.5097
56,2520,44.5612
56,2415,44.5538
56,2415,44.7143
56,2310,44.6947
56,2100,44.928
56,1995,44.9006
56,2730,44.6103
56,2625,44.624
56,2520,44.6078
56,2730,44.5131
56,2730,44.7075
56,2415,44.9133
56,2520,44.7153
56,2415,44.6939
56,2625,44.6208
56,2835,44.7446
56,2520,44.926
56,2625,44.7455
56,2520,44.7309
56,2625,44.8088
56,2520,44.8655
56,2415,44.8415
54,2620,42.2984
54,2320,42.4883
54,2420,42.3116
54,2120,42.5268
54,2420,42.4025
54,2120,42.5635
54,2320,42.4641
54,2020,42.6463
54,2220,42.4111
54,1920,42.5947
54,2320,42.5459
54,2020,42.7278
54,2420,42.3107
54,2320,42.2936
54,2120,42.3211
54,2220,42.4223
54,2120,42.3699
54,2120,42.4935
54,2020,42.4847
54,2020,42.4083
54,1920,42.3918
54,2120,42.5661
54,2020,42.542
54,2420,42.4531
54,2120,42.6337
54,2320,42.4998
54,2020,42.7107
54,2320,42.5963
54,2020,42.7616
54,2220,42.6215
54,1920,42.8317
54,2420,42.4978
54,2320,42.5369
54,2220,42.5211
54,2320,42.4779
54,2220,42.4646
54,2120,42.444
54,2220,42.5178
54,2120,42.536
54,2020,42.4973
54,2220,42.6303
54,2120,42.6438
54,2020,42.5895
54,2120,42.6552
54,2020,42.6609
54,1920,42.6394
54,2320,42.3587
54,2220,42.4053
54,2220,42.4997
54,2120,42.5687
54,2420,42.5493
54,2120,42.742
54,2220,42.5178
54,1920,42.7085
54,2220,42.6117
54,2120,42.5805
54,2020,42.5661
54,1920,42.5346
54,2020,42.7294
54,1920,42.6461
54,1920,42.711
54,1820,42.6808
54,2120,42.4808
54,2120,42.6089
54,2020,42.6202
54,2620,42.5187
54,2520,42.573
54,2420,42.6112
54,2320,42.763
54,2020,42.9507
54,2520,42.7929
52,2318,40.3593
52,2128,40.41
52,2128,40.4692
52,2033,40.5269
52,1938,40.4085
52,2033,40.5825
56,2940,44.4498
56,2835,44.5155
56,2730,44.5484
56,2625,44.671
56,2835,44.521
56,2730,44.5786
56,2625,44.6292
56,2520,44.7452
56,2730,44.5727
56,2625,44.642
56,2520,44.6727
56,2415,44.7915
56,2625,44.7091
56,2520,44.7653
56,2415,44.8028
56,2310,44.9223
56,2310,44.9156
56,2205,44.9788
56,2100,44.9727
56,1995,45.1198
56,2730,44.7207
56,2625,44.8083
56,2520,44.8515
56,2415,44.9859
56,2100,45.1908
56,2730,44.5701
56,2625,44.6586
56,2520,44.6809
56,2415,44.8285
56,2100,45.0081
56,2625,44.6724
56,2520,44.7332
56,2415,44.768
56,2310,44.9233
56,1995,45.0888
56,2730,44.7425
56,2625,44.7414
56,2520,44.754
56,2625,44.874
56,2520,44.8609
56,2415,44.8788
56,2520,44.9637
56,2415,44.9514
56,2310,44.9582
56,2730,44.6848
56,2625,44.7473
56,2520,44.7665
56,2415,44.8975
56,2520,44.9332
54,2620,42.2616
54,2420,42.2678
52,2223,40.0395
54,2520,42.334
54,2420,42.3794
54,2220,42.3826
52,2033,40.1346
54,2320,42.5192
54,2120,42.5154
52,1938,40.2989
54,2020,42.7185
54,1820,42.703
52,1653,40.4723
54,2420,42.2329
54,2320,42.2907
54,2220,42.3316
54,2120,42.4873
54,1820,42.6979
54,2320,42.5641
52,2128,40.3241
54,2320,42.5697
54,2220,42.5736
54,2220,42.564
54,2120,42.5712
54,2120,42.544
54,2020,42.5458
54,2320,42.4995
54,2220,42.5033
54,2120,42.4973
54,2420,42.4767
54,2220,42.4848
52,2033,40.2494
52,2318,40.1511
52,2223,40.2075
52,2128,40.2542
52,2033,40.4211
52,1748,40.6063
52,2128,40.358
54,2620,42.3166
54,2520,42.3837
54,2420,42.411
54,2320,42.5263
54,2420,42.341
54,2220,42.4198
54,2120,42.538
54,2420,42.4003
54,2320,42.4726
54,2220,42.4736
54,2120,42.6003
54,2320,42.4662
54,2220,42.5161
54,2120,42.5553
54,2020,42.6661
54,2220,42.3895
54,2120,42.4345
54,2020,42.424
54,1920,42.5844
54,2320,42.5264
54,2220,42.587
54,2120,42.576
54,2020,42.7261
54,2320,42.4881
54,2320,42.5468
54,2220,42.614
54,2120,42.537
54,2420,42.5854
54,2220,42.587
54,2220,42.6503
54,2120,42.6657
54,2020,42.6299
54,2120,42.7794
54,2420,42.412
54,2220,42.4133
54,2220,42.4733
54,2120,42.5517
54,2020,42.4594
54,2120,42.6214
54,2320,42.5019
54,2120,42.4969
54,2120,42.5937
54,2020,42.6289
54,1920,42.5366
54,2020,42.7029
52,2318,40.1096
52,2128,40.1196
50,1944,37.8881
52,2128,40.1253
52,1938,40.1355
50,1764,37.8859
52,2128,40.1676
52,1938,40.1819
50,1764,37.9658
52,2033,40.2501
52,1843,40.2603
50,1674,38.0312
52,1938,40.1701
52,1748,40.2211
50,1584,38.0128
52,2033,40.3092
52,1843,40.3104
50,1674,38.0925
52,2128,40.0665
52,1938,40.1176
52,1938,40.1201
52,1843,40.2586
52,1748,40.1696
52,1843,40.2651
50,2034,38.0005
50,1854,38.0071
50,1854,38.0843
50,1764,38.1517
50,1674,38.0685
50,1764,38.2135
54,2620,42.5645
54,2520,42.6002
54,2420,42.6327
54,2320,42.7405
54,2520,42.6159
54,2420,42.6693
54,2320,42.6984
54,2220,42.8057
54,2420,42.6529
54,2320,42.7044
54,2220,42.7329
54,2120,42.8423
54,2320,42.8089
54,2220,42.847
54,2120,42.8697
54,2020,42.9827
54,2020,42.9503
54,1920,42.9924
54,1820,42.9699
54,1720,43.1181
52,2318,40.2912
52,2128,40.3023
50,1944,38.1198
52,2223,40.3538
52,2128,40.3921
52,1938,40.4035
50,1764,38.2078
52,2033,40.5394
52,1843,40.5377
50,1674,38.3456
52,1748,40.6815
52,1558,40.6711
50,1404,38.4723
50,2034,38.1969
50,1944,38.2619
50,1854,38.2973
50,1764,38.4404
50,1494,38.5807
52,2318,40.3316
52,2223,40.3749
52,2128,40.4014
52,2033,40.5129
52,2128,40.3327
52,1938,40.3964
52,1843,40.5093
52,2128,40.4297
52,2033,40.4624
52,1938,40.4559
52,1843,40.572
52,2033,40.4627
52,1938,40.5096
52,1843,40.5255
52,1748,40.6409
52,1938,40.3948
52,1843,40.4267
52,1748,40.4057
52,1653,40.5959
52,2033,40.5315
52,1938,40.5722
52,1843,40.5498
52,1748,40.7069
50,2034,38.0658
50,1854,38.0801
48,1683,35.8824
50,1854,38.0747
50,1674,38.0689
48,1513,35.8764
50,1854,38.1334
50,1674,38.1405
48,1513,35.9492
50,1764,38.2027
50,1584,38.2021
48,1428,36.0135
50,1674,38.1693
50,1494,38.1262
48,1343,35.937
50,1764,38.2669
50,1584,38.2709
48,1428,36.0815
48,1768,35.9742
48,1598,35.977
48,1598,36.0421
48,1513,36.1128
48,1428,36.0377
48,1513,36.1749
56,2940,44.483
56,2835,44.5602
56,2730,44.5703
56,2625,44.7371
56,2625,44.7377
56,2520,44.791
56,2415,44.8078
56,2310,44.9564
56,2310,44.8826
56,2205,44.9602
56,2100,44.9715
56,1995,45.126
56,2835,44.6693
56,2520,44.9126
56,2205,45.0563
56,2730,44.7397
56,2415,44.9743
56,2100,45.1291
56,2730,44.684
56,2415,44.94
56,2100,45.1774
56,2730,44.617
56,2625,44.6934
54,2620,42.3022
54,2420,42.2753
52,2223,40.1235
54,2320,42.528
54,2120,42.5052
52,1938,40.3387
54,2020,42.6902
54,1820,42.7114
52,1653,40.4955
54,2420,42.5018
54,2320,42.4845
54,2120,42.6995
54,2020,42.6816
54,1820,42.8779
54,1720,42.8436
54,2420,42.4684
54,2220,42.4677
54,2120,42.7008
54,1920,42.6855
54,1820,42.8577
54,1620,42.8491
54,2320,42.43
54,2220,42.4264
54,2120,42.4614
52,2318,40.2511
52,2033,40.4738
52,1748,40.6331
54,2620,42.3259
54,2320,42.5035
54,2320,42.5627
54,2020,42.7106
54,2020,42.6931
54,1720,42.8602
54,2420,42.3297
54,2320,42.3165
54,2320,42.4343
54,2220,42.4228
54,2120,42.5528
54,2020,42.5312
54,2220,42.5357
54,2120,42.5353
54,1820,42.7093
54,1720,42.6806
54,2420,42.2555
54,2120,42.6622
52,2318,40.3111
52,2033,40.5373
52,1748,40.6404
56,2940,44.1876
56,2835,44.3181
56,2730,44.3119
56,2625,44.4821
56,2835,44.252
56,2730,44.363
56,2625,44.3463
56,2520,44.5063
56,2730,44.2611
56,2625,44.4022
56,2520,44.3672
56,2415,44.5312
56,2625,44.4473
56,2520,44.5771
56,2415,44.5638
56,2310,44.6885
56,2310,44.7327
56,2205,44.7971
56,2100,44.774
56,1995,44.9088
56,2835,44.3592
56,2730,44.4123
56,2625,44.4144
56,2520,44.6383
56,2205,44.8597
56,2730,44.4433
56,2625,44.5001
56,2520,44.5095
56,2415,44.6815
56,2100,44.9306
56,2835,44.2821
56,2730,44.4402
56,2625,44.3974
56,2520,44.5789
56,2730,44.4266
56,2625,44.5407
56,2520,44.4976
56,2415,44.6621
56,2835,44.3978
54,2420,42.1955
54,2220,42.2527
54,2120,42.3947
54,1820,42.5993
54,2320,42.3109
54,2220,42.3628
54,2120,42.3796
54,2020,42.5237
54,1720,42.6923
54,2220,42.3424
54,2120,42.3878
54,2020,42.4197
54,1920,42.5477
54,1620,42.7164
54,2320,42.1989
54,2220,42.3145
56,2940,44.2257
56,2835,44.2857
56,2730,44.3292
56,2625,44.4747
56,2835,44.2837
56,2730,44.3267
56,2625,44.3753
56,2520,44.5172
56,2730,44.3168
56,2625,44.3799
56,2520,44.406
56,2415,44.55
56,2625,44.4895
56,2520,44.5767
56,2415,44.5949
56,2310,44.7372
56,2310,44.7516
56,2205,44.8296
56,2100,44.8181
56,1995,44.9615
56,2835,44.4161
56,2730,44.4687
56,2625,44.4981
56,2520,44.6764
56,2205,44.9046
56,2730,44.4855
56,2625,44.5343
56,2520,44.5686
56,2415,44.7422
56,2100,44.9616
56,2835,44.2983
56,2730,44.3606
56,2625,44.3875
56,2520,44.5349
56,2730,44.3901
56,2625,44.4487
56,2520,44.4693
56,2415,44.6149
56,2835,44.3676
56,2940,44.195
56,2835,44.2141
56,2730,44.2972
56,2625,44.4965
56,2310,44.7372
56,2835,44.3799
56,2730,44.4529
56,2625,44.4804
56,2520,44.6578
56,2205,44.8926
56,2730,44.4615
56,2625,44.5418
56,2520,44.5498
56,2415,44.7399
56,2100,44.9634
56,2835,44.3092
56,2730,44.4387
56,2520,44.6601
56,2520,44.6354
54,2620,42.0077
54,2520,42.0712
54,2420,42.1028
54,2320,42.264
54,2020,42.4849
54,2420,42.0688
54,2420,42.1624
54,2420,42.2019
54,2320,42.181
54,2220,42.3397
54,2120,42.336
54,2620,42.0134
54,2520,42.0963
54,2420,42.1206
54,2320,42.2965
54,2020,42.5305
54,2420,42.1345
54,2320,42.2245
54,2220,42.2493
54,2120,42.3918
54,1820,42.6034
54,2420,42.2391
54,2320,42.2999
54,2220,42.3358
54,2120,42.4956
54,1820,42.7295
54,2320,42.2351
54,2220,42.294
54,2120,42.3199
54,2020,42.4679
54,1720,42.6846
54,2520,42.0943
54,2420,42.1995
52,2318,39.8194
52,2223,39.9053
52,2128,39.9496
52,2033,40.126
52,1748,40.3742
52,2128,39.845
52,2033,39.9269
52,1938,39.946
52,1843,40.1076
52,1558,40.3211
56,2940,44.2036
56,2835,44.3298
56,2730,44.3112
56,2625,44.4642
56,2730,44.445
56,2625,44.4102
56,2520,44.5745
56,2520,44.3711
56,2415,44.5293
56,2310,44.6798
56,2835,44.2546
56,2730,44.3846
56,2625,44.3628
56,2520,44.5138
56,2625,44.4531
56,2520,44.4628
56,2415,44.6101
56,2415,44.4222
56,2310,44.5691
56,2205,44.721
56,2730,44.2842
56,2625,44.4147
56,2520,44.3899
56,2415,44.5389
56,2520,44.4982
56,2415,44.5
56,2310,44.6377
56,2310,44.4588
56,2205,44.5925
56,2100,44.7422
56,2625,44.4597
56,2520,44.5901
56,2415,44.5626
56,2310,44.7107
56,2415,44.6865
56,2310,44.6727
56,2205,44.8036
56,2205,44.6194
56,2100,44.7502
56,1995,44.9038
56,2310,44.7437
56,2205,44.8395
56,2100,44.8195
56,1995,44.943
56,2100,44.9043
56,1995,44.8772
56,1890,44.9983
56,1890,44.863
56,1785,44.985
56,1680,45.079
56,2835,44.406
58,3278,46.5545
58,3168,46.6524
58,3058,46.6882
58,2948,46.8098
58,3168,46.6447
58,3058,46.7026
58,2948,46.7588
58,2838,46.9283
58,3058,46.7094
58,2948,46.767
58,2838,46.8149
58,2728,46.9948
58,2948,46.8707
58,2838,46.9279
58,2728,46.9681
58,2618,47.1485
58,3168,46.6793
58,3058,46.7621
58,2948,46.7794
58,2838,46.9245
58,3058,46.7944
58,2948,46.8392
58,2838,46.849
58,2728,46.9919
58,2948,46.7896
58,2838,46.845
58,2728,46.8582
58,2618,47.0478
58,2838,46.9485
58,2728,46.9939
58,2618,47.017
58,2508,47.1823
58,3058,46.735
58,2948,46.7789
58,2838,46.8617
58,2728,46.9935
58,2948,46.7901
58,2838,46.8759
58,2728,46.9106
58,2618,47.0404
58,2838,46.8419
58,2728,46.9151
58,2618,46.9225
58,2508,47.0655
58,2728,46.992
58,2618,47.0844
58,2508,47.0689
58,2398,47.2202
58,2948,46.9033
58,2838,46.9885
58,2728,47.0087
58,2618,47.1793
58,2838,46.974
58,2728,47.0657
58,2618,47.0597
58,2508,47.1927
58,2728,47.0091
58,2618,47.1018
58,2508,47.0707
58,2398,47.2072
58,2618,47.1094
58,2508,47.1956
58,2398,47.2723
58,2288,47.4273
58,3168,46.7656
58,3058,46.8566
58,2948,46.8669
58,2838,47.0346
58,3058,46.8729
58,2948,46.9266
58,2838,46.9615
58,2728,47.1429
58,2948,46.9016
58,2838,46.9805
58,2728,47.0029
58,2618,47.1758
58,2838,47.0849
58,2728,47.147
58,2618,47.1925
58,2508,47.3252
58,3058,46.8829
58,2948,46.9611
58,2838,47.0047
58,2728,47.1814
58,2948,46.9556
58,2838,47.068
58,2728,47.0737
58,2618,47.2382
58,2838,46.9962
58,2728,47.0795
58,2618,47.1318
58,2508,47.2866
58,2728,47.1719
58,2618,47.1927
58,2508,47.2446
58,2398,47.3887
58,3168,46.74
58,3058,46.827
58,2948,46.8513
58,2838,46.9926
58,3058,46.9398
58,2948,47.0619
58,3058,46.8778
58,2948,46.9269
58,2838,46.9744
58,2728,47.1705
58,2948,47.062
58,2838,47.1553
58,3168,46.7326
58,3058,46.8645
58,2948,46.8493
58,2838,47.0019
58,3058,46.8617
58,2948,46.9484
58,2838,46.9724
58,2728,47.1032
58,2838,47.2023
58,3168,46.8675
58,3058,46.9465
58,2948,46.9642
58,2838,47.1022
56,2940,44.3985
56,2730,44.4083
54,2520,42.2602
56,2835,44.4963
56,2730,44.5452
56,2520,44.5999
54,2320,42.4302
56,2625,44.6889
56,2415,44.7472
54,2220,42.5388
56,2835,44.5213
56,2730,44.5902
56,2625,44.6282
56,2520,44.765
56,2730,44.5477
56,2520,44.5705
54,2320,42.4098
56,2625,44.6327
56,2520,44.6672
56,2310,44.6993
54,2120,42.5036
56,2415,44.7748
56,2205,44.7678
54,2020,42.6289
56,2625,44.7322
56,2415,44.7318
54,2220,42.5488
56,2520,44.7949
56,2415,44.8066
56,2205,44.8246
54,2020,42.6195
56,2310,44.9082
56,2100,44.9868
54,1920,42.7867
56,2835,44.5897
56,2625,44.626
54,2420,42.4448
56,2730,44.6858
56,2520,44.7158
54,2320,42.5517
56,2730,44.621
56,2625,44.6188
56,2625,44.7045
56,2520,44.7238
56,2520,44.7222
56,2415,44.7387
56,2415,44.8837
56,2310,44.8828
56,2730,44.498
56,2625,44.614
56,2520,44.5962
56,2415,44.7788
56,2730,44.713
56,2520,44.6517
56,2625,44.7917
56,2415,44.7609
56,2520,44.8331
56,2310,44.7727
56,2415,44.9523
56,2205,44.8858
56,2625,44.6243
56,2520,44.7005
56,2415,44.7125
56,2310,44.8625
56,2520,45.0177
56,2310,45.0052
56,2415,44.9061
56,2835,44.6912
56,2625,44.7039
54,2420,42.5112
56,2625,44.7449
56,2520,44.7556
54,2620,42.384
54,2520,42.4724
54,2420,42.517
54,2320,42.6495
54,2520,42.5006
54,2420,42.5687
54,2320,42.6031
54,2220,42.7378
54,2420,42.5321
54,2320,42.5943
54,2220,42.6271
54,2120,42.7554
54,2320,42.673
54,2220,42.7237
54,2120,42.7367
54,2020,42.9159
54,2520,42.5632
54,2420,42.6683
54,2520,42.6527
56,2940,44.4156
56,2835,44.5012
56,2730,44.5292
56,2625,44.6652
56,2730,44.435
54,2520,42.262
56,2520,44.616
54,2320,42.3733
56,2415,44.7356
54,2220,42.5373
56,2835,44.5507
56,2730,44.5773
56,2625,44.5992
56,2520,44.7333
56,2730,44.5884
56,2625,44.6799
56,2520,44.6865
56,2415,44.8145
56,2520,44.5893
54,2320,42.3664
56,2310,44.7144
54,2120,42.4699
56,2205,44.8304
54,2020,42.6184
56,2625,44.7179
56,2520,44.809
56,2415,44.7861
56,2310,44.9333
56,2415,44.746
54,2220,42.5232
56,2205,44.841
54,2020,42.6086
56,2100,44.9949
54,1920,42.7653
56,2835,44.6263
56,2625,44.6645
54,2420,42.4659
56,2730,44.7005
56,2625,44.7289
56,2415,44.7707
54,2220,42.5351
56,2520,44.8994
56,2310,44.9328
54,2120,42.7059
56,2730,44.7269
56,2520,44.7407
54,2320,42.5662
56,2625,44.8201
56,2520,44.8309
56,2310,44.8611
54,2120,42.6277
56,2415,44.9712
56,2205,44.973
54,2020,42.7597
56,2835,44.5874
56,2625,44.6194
54,2420,42.408
56,2730,44.7182
56,2520,44.7267
54,2320,42.5099
56,2730,44.7272
56,2625,44.7997
56,2520,44.8263
56,2415,44.9672
56,2625,44.7198
56,2520,44.8303
56,2415,44.917
56,2310,44.9723
56,2625,44.6805
56,2415,44.7893
56,2310,44.9182
56,2520,44.7121
56,2310,44.8086
56,2205,44.9562
56,2520,44.7203
56,2415,44.7628
56,2310,44.791
56,2205,44.9132
56,2415,44.7291
56,2310,44.8557
56,2205,44.8332
56,2100,44.9222
56,2730,44.6199
56,2625,44.75
56,2520,44.7853
56,2415,44.9057
56,2625,44.7418
56,2520,44.7501
56,2520,44.8823
56,2415,44.8697
54,2620,42.2771
54,2420,42.2698
52,2223,40.1225
54,2420,42.3011
52,2223,40.1084
54,2220,42.3207
52,2033,40.1441
52,2033,40.1308
50,1854,37.9346
54,2520,42.3453
54,2420,42.3702
54,2220,42.4029
52,2033,40.2149
54,2220,42.4025
52,2033,40.184
54,2020,42.4438
52,1843,40.246
52,1843,40.2263
50,1674,38.021
54,2320,42.5337
54,2120,42.5333
52,1938,40.3481
54,2120,42.5693
52,1938,40.3405
54,1920,42.5732
52,1748,40.366
52,1748,40.3369
50,1584,38.1481
54,2420,42.404
54,2320,42.4524
54,2220,42.4198
52,2033,40.2299
54,2120,42.4729
52,1938,40.2596
54,2420,42.3579
54,2220,42.3827
52,2033,40.1628
54,2420,42.53
54,2220,42.5064
54,2220,42.5688
52,2033,40.3683
54,2020,42.5106
52,1843,40.2862
54,2320,42.4555
54,2120,42.4739
52,1938,40.2294
54,2420,42.5718
54,2220,42.5587
52,2033,40.3727
54,2320,42.5475
54,2120,42.5533
52,1938,40.364
54,2320,42.5199
54,2220,42.5295
54,2220,42.5197
54,2020,42.5031
52,1843,40.3463
54,2120,42.5371
54,1920,42.513
52,1748,40.3257
54,2420,42.4594
54,2220,42.4691
52,2033,40.2868
54,2220,42.5967
54,2120,42.6215
54,2120,42.5971
54,2020,42.5895
54,2020,42.6726
54,1920,42.6609
52,2318,40.2441
52,2128,40.2696
50,1944,38.0704
52,2223,40.3401
52,2128,40.3514
52,1938,40.3767
50,1764,38.1418
52,2033,40.4696
52,1843,40.5009
50,1674,38.288
52,2128,40.5125
52,2033,40.4844
52,2033,40.4568
52,1938,40.4627
52,1938,40.4542
52,1843,40.4591
52,2128,40.4471
54,2620,42.3897
54,2520,42.4765
54,2420,42.4953
54,2320,42.6317
54,2520,42.471
54,2420,42.5501
54,2320,42.57
54,2220,42.7026
54,2420,42.5041
54,2320,42.5844
54,2220,42.6208
54,2120,42.7592
54,2320,42.6813
54,2220,42.7701
54,2120,42.7592
54,2020,42.9454
54,2520,42.5956
54,2420,42.6626
54,2320,42.6798
54,2220,42.8614
54,2420,42.6981
54,2320,42.7693
54,2220,42.7701
54,2120,42.9117
54,2520,42.5349
54,2420,42.6543
52,2318,40.2364
52,2128,40.2443
50,1944,38.0782
52,2223,40.312
52,2128,40.3246
52,1938,40.3697
50,1764,38.179
52,2033,40.4958
52,1843,40.4918
50,1674,38.3144
52,2128,40.3705
52,2033,40.3918
52,2128,40.2996
52,2128,40.4461
52,1938,40.4384
52,2033,40.3784
50,2034,38.2039
50,1944,38.2756
50,1854,38.2904
50,1764,38.443
56,2940,44.4375
56,2835,44.5442
56,2730,44.5817
56,2625,44.7127
56,2835,44.5334
56,2730,44.6272
56,2625,44.6392
56,2520,44.7913
56,2730,44.5678
56,2625,44.6339
56,2520,44.6877
56,2415,44.7972
56,2625,44.681
56,2520,44.8243
56,2415,44.7737
56,2310,44.9232
56,2730,44.5257
56,2520,44.5983
56,2415,44.7519
56,2520,44.6218
56,2310,44.735
56,2205,44.9068
56,2415,44.7486
56,2205,44.8579
56,2100,45.0185
56,2835,44.6474
56,2730,44.7129
56,2625,44.7548
56,2520,44.8549
56,2625,44.7223
56,2415,44.7699
56,2310,44.8964
56,2730,44.733
56,2625,44.8005
56,2520,44.8583
56,2415,44.9472
56,2520,44.8169
56,2310,44.854
56,2205,44.9687
56,2730,44.6793
56,2625,44.7548
56,2520,44.7975
56,2415,44.9616
56,2625,44.6791
56,2415,44.7241
56,2310,44.8837
56,2520,44.663
56,2415,44.7151
56,2310,44.7442
56,2205,44.8554
56,2625,44.7574
56,2520,44.8293
56,2415,44.8696
56,2310,44.9459
56,2520,44.7819
56,2310,44.8558
56,2205,44.9963
56,2415,44.7737
56,2310,44.8635
56,2205,44.8297
56,2100,45.0075
56,2625,44.8505
56,2520,44.8638
56,2415,44.8088
56,2520,44.89
56,2415,44.9068
56,2310,44.9009
56,2520,44.9456
56,2415,44.9119
56,2310,44.9037
56,2415,44.9762
56,2310,44.9897
56,2205,44.985
56,2730,44.7794
56,2625,44.8666
56,2520,44.8861
56,2415,45.0187
56,2520,44.778
56,2415,44.8634
56,2310,44.9022
56,2205,45.0013
56,2625,44.9348
56,2415,44.9525
56,2520,45.0106
56,2310,45.0438
56,2730,44.6974
56,2625,44.7576
56,2520,44.7992
56,2415,44.9194
56,2625,44.7469
56,2520,44.7901
56,2415,44.8324
56,2310,44.9533
56,2625,44.6982
56,2520,44.7606
56,2415,44.8018
56,2310,44.9277
56,2520,44.8314
56,2415,44.8876
56,2310,44.8833
56,2205,45.0073
56,2520,44.8037
56,2415,44.892
56,2310,44.8988
56,2205,45.0211
56,2415,44.863
56,2310,44.9505
56,2205,44.9589
56,2100,45.0949
56,2625,44.8865
56,2520,44.8854
56,2415,44.8834
56,2520,44.9253
56,2415,44.9239
56,2310,44.8985
56,2520,44.9141
56,2415,44.9063
56,2310,44.9027
56,2415,44.9903
56,2310,44.9928
56,2205,44.9832
56,2415,45.0758
56,2310,45.0043
56,2205,45.0021
56,2310,45.1043
56,2205,45.0941
56,2100,45.086
56,2520,44.9746
56,2415,44.9834
56,2415,44.9926
56,2310,45.037
56,2310,45.0988
56,2205,45.1299
56,2730,44.7806
56,2625,44.836
56,2520,44.8569
56,2415,44.9675
56,2520,44.7724
56,2415,44.8643
56,2310,44.8688
56,2205,44.9752
56,2520,44.982
56,2415,44.9742
56,2310,44.9691
56,2415,44.9806
56,2310,44.9797
56,2205,44.9464
56,2310,45.0358
54,2620,42.28
54,2420,42.291
52,2223,40.1208
54,2520,42.3735
54,2420,42.4003
54,2220,42.3551
52,2033,40.2351
54,2320,42.5633
54,2120,42.5138
52,1938,40.3835
54,2420,42.363
54,2220,42.3678
52,2033,40.2034
54,2220,42.4703
54,2020,42.457
52,1843,40.2869
54,2120,42.5698
54,1920,42.5546
52,1748,40.3818
54,2420,42.5127
54,2220,42.556
52,2033,40.3488
54,2320,42.4337
54,2220,42.4199
54,2020,42.4506
52,1843,40.2326
54,2320,42.5373
54,2120,42.5982
52,1938,40.3757
54,2220,42.5527
54,2120,42.5625
54,1920,42.512
52,1748,40.3452
54,2420,42.5804
54,2220,42.5696
52,2033,40.4034
54,2220,42.612
54,2020,42.5957
52,1843,40.3886
54,2420,42.4802
54,2320,42.4967
54,2320,42.605
54,2220,42.5459
54,2220,42.6152
54,2120,42.5536
54,2120,42.7697
54,2020,42.7143
54,2420,42.4635
54,2320,42.5103
54,2220,42.4685
54,2320,42.5078
54,2220,42.5541
54,2120,42.516
54,2220,42.5378
54,2120,42.5866
54,2020,42.5685
54,2120,42.6544
54,2020,42.7039
54,1920,42.6681
54,2320,42.4938
54,2220,42.5022
54,2120,42.5146
54,2220,42.5855
54,2120,42.592
54,2020,42.609
54,2120,42.6153
54,2020,42.6202
54,1920,42.6305
54,2020,42.7348
54,1920,42.7353
54,1820,42.7461
54,2320,42.3879
54,2220,42.4346
54,2120,42.4657
54,2020,42.5863
54,2220,42.4396
54,2120,42.525
54,2020,42.5277
54,1920,42.6138
54,2320,42.6768
54,2220,42.7239
54,2120,42.702
54,2220,42.622
54,2120,42.6594
54,2020,42.6319
54,2120,42.6045
54,2020,42.63
54,1920,42.6863
54,2220,42.6881
54,2120,42.6883
54,2020,42.706
54,2120,42.701
54,2020,42.6859
54,1920,42.7029
54,2020,42.6979
54,1920,42.6977
54,1820,42.7114
54,2220,42.6463
54,2120,42.5694
54,2020,42.5633
54,2120,42.6326
54,2020,42.6501
54,1920,42.6256
54,2220,42.7741
54,2120,42.7582
54,2220,42.7357
54,2120,42.7768
54,2020,42.7512
54,2120,42.75
54,2020,42.7479
54,1920,42.7655
