10,200,8.2575
10,176,8.4893
10,152,8.5478
10,128,8.5979
18,623,14.3243
18,581,14.4947
18,539,14.4964
18,497,14.5017
18,371,14.8632
16,468,12.2879
16,396,12.3416
16,324,12.4369
14,335,10.2369
26,1280,20.3948
26,1220,20.5561
26,1160,20.5414
26,1100,20.5569
26,920,20.761
26,1220,20.5509
26,1160,20.4898
24,1053,18.3515
24,945,18.4079
22,800,16.2754
24,945,18.5921
24,891,18.6131
24,837,18.5537
24,891,18.5148
24,945,18.4958
24,891,18.5196
22,848,16.3306
24,1053,18.2919
24,999,18.3593
24,945,18.3307
34,2171,26.4404
34,2093,26.5534
34,2015,26.5634
34,1937,26.6006
34,1703,26.7783
34,1469,27.0441
34,2093,26.5962
32,1872,24.4232
32,1728,24.4789
32,1728,24.6342
32,1656,24.6555
32,1584,24.6159
32,1656,24.5842
32,1656,24.7594
32,1584,24.7882
32,1440,24.7954
32,1440,24.7331
34,2171,26.4854
34,2093,26.6367
34,2015,26.6215
34,1937,26.6426
34,2015,26.7939
34,1937,26.7868
34,1859,26.8018
34,1859,26.7897
34,1781,26.8048
34,1703,26.8093
34,2093,26.6085
34,2015,26.5481
32,1872,24.4425
32,1728,24.4991
30,1529,22.3754
32,1800,24.5687
32,1728,24.5775
32,1584,24.64
30,1397,22.4944
32,1656,24.5929
32,1512,24.6551
30,1331,22.5025
32,1728,24.642
32,1656,24.6366
32,1656,24.7373
32,1584,24.7321
32,1584,24.7441
32,1512,24.7678
32,1728,24.5595
32,1728,24.5082
32,1584,24.5339
32,1656,24.4945
30,1595,22.4281
30,1529,22.552
30,1463,22.5439
30,1397,22.5531
30,1595,22.4046
30,1463,22.4432
28,1280,20.3111
30,1331,22.4823
28,1160,20.3466
26,999,18.2441
30,1463,22.3543
28,1340,20.3518
28,1220,20.3964
26,1053,18.3033
26,1107,18.3588
32,1872,24.4112
32,1656,24.5759
32,1440,24.734
32,1728,24.5493
32,1656,24.5786
30,1595,22.418
32,1872,24.3666
32,1800,24.4747
32,1728,24.4999
32,1656,24.5255
32,1800,24.4235
32,1728,24.4015
32,1800,24.4403
32,1872,24.3373
32,1800,24.4353
32,1728,24.3976
42,3296,32.4761
42,3200,32.5701
42,3104,32.5813
42,3008,32.6227
42,2720,32.7926
42,2432,33.025
42,2144,33.3564
42,3296,32.5262
42,3200,32.6609
42,3104,32.6518
42,3008,32.6864
42,3200,32.6273
42,3104,32.7645
42,3008,32.7193
42,2912,32.7917
42,3104,32.6485
42,3008,32.7575
42,2912,32.7466
42,2816,32.8236
42,3008,32.6987
42,2912,32.8308
42,2816,32.8313
42,2720,32.8541
42,2720,32.8481
42,2624,33.0018
42,2528,33.0115
42,2432,33.0241
42,3200,32.6236
42,3104,32.5949
42,3200,32.6497
40,2925,30.4967
40,2745,30.5548
38,2492,28.4422
40,2835,30.5988
40,2745,30.6059
40,2565,30.6716
38,2324,28.5476
40,2655,30.6585
40,2475,30.7067
38,2240,28.5753
40,2385,30.8136
40,2205,30.8953
38,1988,28.7101
40,2745,30.6799
40,2655,30.6817
40,2655,30.7409
40,2565,30.7603
40,2565,30.7781
40,2475,30.7961
40,2745,30.5775
38,2576,28.4943
38,2492,28.5896
38,2408,28.5891
38,2324,28.6191
38,2072,28.756
40,2925,30.5081
40,2835,30.6178
40,2745,30.6321
40,2655,30.6653
40,2745,30.5689
40,2565,30.6938
40,2475,30.7172
40,2745,30.7153
40,2655,30.8142
40,2565,30.816
40,2475,30.8679
40,2655,30.7246
40,2565,30.8429
40,2475,30.8608
40,2385,30.8879
40,2565,30.6886
40,2475,30.8188
40,2385,30.8026
40,2295,30.8291
40,2655,30.6674
40,2565,30.7883
40,2475,30.7865
40,2385,30.8063
40,2745,30.6869
40,2655,30.7595
40,2565,30.7822
40,2655,30.7116
40,2565,30.8099
40,2475,30.8028
40,2655,30.8042
40,2565,30.8907
40,2475,30.926
40,2565,30.8628
40,2475,30.9594
40,2385,30.9855
40,2745,30.5798
40,2565,30.5936
40,2565,30.7721
40,2475,30.7788
38,2576,28.4709
38,2408,28.5116
36,2171,26.4074
38,2408,28.5017
38,2240,28.5451
36,2015,26.4275
38,2408,28.6575
38,2240,28.7104
36,2015,26.5721
38,2324,28.683
38,2156,28.7208
36,1937,26.5815
38,2240,28.6249
38,2072,28.6815
36,1859,26.5301
38,2324,28.632
38,2156,28.6755
36,1937,26.5272
36,2249,26.4462
36,2093,26.4634
36,2093,26.6078
36,2015,26.6321
36,1937,26.5794
36,2015,26.5611
40,2925,30.4876
40,2655,30.6351
40,2655,30.6418
40,2385,30.8174
40,2385,30.788
40,2115,30.963
40,2745,30.5975
40,2655,30.6366
40,2925,30.4262
40,2835,30.5329
40,2745,30.5399
40,2655,30.5678
40,2385,30.7427
40,2835,30.4777
40,2745,30.4528
40,2925,30.4052
40,2835,30.5264
40,2745,30.5455
40,2655,30.5688
40,2835,30.4809
40,2745,30.6036
40,2655,30.6224
40,2565,30.6435
40,2745,30.4551
40,2655,30.584
40,2565,30.5961
40,2475,30.6187
40,2835,30.4964
40,2745,30.4371
40,2835,30.5014
38,2408,28.4877
38,2324,28.5433
38,2240,28.4941
38,2324,28.5801
38,2240,28.493
40,2925,30.4368
40,2835,30.5382
40,2745,30.5673
40,2655,30.589
40,2745,30.6548
40,2655,30.6763
40,2565,30.7039
40,2565,30.6982
40,2475,30.7229
40,2385,30.7434
40,2835,30.485
40,2745,30.4633
40,2835,30.5038
42,3296,32.5721
42,3200,32.7288
42,3104,32.7087
42,3008,32.7166
42,3104,32.8725
42,3008,32.7489
42,2912,32.8708
42,2912,32.848
42,2816,32.8701
42,2720,32.855
42,3200,32.6928
42,3104,32.7729
42,3008,32.7656
42,2912,32.8266
42,3104,32.6293
42,3008,32.7422
42,2912,32.726
42,2816,32.7846
42,2912,32.7006
42,3200,32.6631
42,3104,32.6007
40,2925,30.5294
40,2745,30.5518
38,2492,28.4669
40,2835,30.6813
40,2745,30.6461
40,2565,30.7156
38,2324,28.6076
40,2655,30.6549
40,2475,30.7256
38,2240,28.6131
40,2835,30.6338
40,2655,30.7032
38,2408,28.5643
40,2745,30.5825
40,2565,30.6385
38,2324,28.502
40,2745,30.683
40,2655,30.6941
40,2745,30.6309
40,2655,30.739
40,2565,30.7742
40,2565,30.706
40,2475,30.7394
40,2745,30.5661
40,2565,30.6058
40,2655,30.5545
38,2576,28.5199
38,2492,28.6728
38,2408,28.6643
38,2324,28.6667
38,2492,28.6161
38,2408,28.5632
38,2576,28.466
38,2408,28.5271
36,2171,26.4019
38,2240,28.5834
36,2015,26.4606
34,1800,24.3371
38,2408,28.6654
38,2324,28.6518
38,2324,28.6996
38,2240,28.6932
38,2156,28.7128
38,2324,28.6224
38,2240,28.6227
38,2408,28.5471
38,2240,28.5688
38,2156,28.5622
36,2249,26.4572
36,2093,26.5183
34,1872,24.3927
34,1944,24.4493
40,2925,30.497
40,2655,30.6624
40,2835,30.6346
40,2565,30.7886
40,2745,30.6251
40,2475,30.7949
40,2655,30.6488
40,2385,30.8061
40,2745,30.631
40,2655,30.6619
40,2565,30.7939
40,2565,30.7704
40,2475,30.7937
40,2475,30.7858
40,2385,30.8154
40,2745,30.6515
40,2655,30.74
40,2565,30.754
40,2565,30.8763
40,2475,30.8782
40,2385,30.9089
40,2745,30.5561
40,2475,30.7181
40,2565,30.745
40,2475,30.7483
40,2745,30.6152
40,2655,30.5577
38,2576,28.4695
38,2324,28.6145
38,2408,28.5117
36,2171,26.3774
38,2324,28.6851
36,2093,26.5372
38,2156,28.657
36,1937,26.514
38,2408,28.5989
38,2324,28.6231
38,2156,28.6527
36,1937,26.5305
38,2408,28.427
36,2249,26.4156
36,2015,26.5548
36,2093,26.5563
36,2015,26.5855
38,2576,28.5106
38,2492,28.6311
38,2408,28.6147
38,2324,28.6406
36,2249,26.4428
36,2093,26.4957
34,1872,24.4012
34,1944,24.4585
40,2925,30.4559
40,2835,30.5824
40,2745,30.593
40,2655,30.6106
40,2835,30.5436
40,2745,30.5113
40,2835,30.5062
40,2745,30.645
40,2655,30.6445
40,2565,30.6608
40,2745,30.4897
40,2655,30.6207
40,2565,30.6244
40,2475,30.6344
40,2835,30.4932
38,2576,28.4197
38,2408,28.4888
36,2171,26.3769
38,2492,28.4731
38,2324,28.5001
36,2093,26.4184
38,2408,28.4376
38,2240,28.5029
